RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-70percent.xvg,RMSD-backbone-70percent.xvg
74.27,0.20303,74.27,1.16542,74.2700043,0.1868874,74.2700043,0.2655021,74.2700043,0.2267787
74.28001,0.215,74.28001,1.1671,74.2800064,0.1877257,74.2800064,0.2617079,74.2800064,0.2202839
74.29,0.21089,74.29,1.15497,74.2900009,0.1874591,74.2900009,0.2432461,74.2900009,0.2233775
74.3,0.18917,74.3,1.16516,74.3000031,0.1931198,74.3000031,0.2539143,74.3000031,0.2238978
74.31001,0.20153,74.31001,1.15773,74.3100052,0.1869987,74.3100052,0.2548366,74.3100052,0.2195272
74.32001,0.2002,74.32001,1.14692,74.3200073,0.1883606,74.3200073,0.2561193,74.3200073,0.2293216
74.33,0.20514,74.33,1.13332,74.3300018,0.18724,74.3300018,0.2433127,74.3300018,0.2146982
74.34,0.21201,74.34,1.14112,74.340004,0.1862796,74.340004,0.2507743,74.340004,0.2195269
74.35001,0.20466,74.35001,1.14858,74.3500061,0.1814433,74.3500061,0.2498865,74.3500061,0.2294094
74.36,0.19663,74.36,1.13701,74.3600006,0.1886522,74.3600006,0.257185,74.3600006,0.2049493
74.37,0.19519,74.37,1.15282,74.3700027,0.1890319,74.3700027,0.2446241,74.3700027,0.2188758
74.38,0.19893,74.38,1.14587,74.3800049,0.1871505,74.3800049,0.2425363,74.3800049,0.2198015
74.39001,0.19681,74.39001,1.14427,74.390007,0.189207,74.390007,0.2454661,74.390007,0.2188641
74.4,0.19795,74.4,1.15272,74.4000015,0.1958219,74.4000015,0.2494725,74.4000015,0.2146675
74.41,0.19223,74.41,1.14668,74.4100037,0.1896013,74.4100037,0.25977,74.4100037,0.2178725
74.42001,0.19749,74.42001,1.15011,74.4200058,0.1831065,74.4200058,0.2605562,74.4200058,0.2295862
74.43,0.19608,74.43,1.13599,74.4300003,0.19001,74.4300003,0.2643954,74.4300003,0.2261519
74.44,0.20214,74.44,1.13546,74.4400024,0.189264,74.4400024,0.2732824,74.4400024,0.2175575
74.45,0.2015,74.45,1.15292,74.4500046,0.1879752,74.4500046,0.2698165,74.4500046,0.2113978
74.46001,0.20327,74.46001,1.14464,74.4600067,0.1853209,74.4600067,0.2750268,74.4600067,0.2090696
74.47,0.20208,74.47,1.13504,74.4700012,0.1922015,74.4700012,0.2679176,74.4700012,0.2077684
74.48,0.20963,74.48,1.1408,74.4800034,0.1918985,74.4800034,0.2841829,74.4800034,0.2099795
74.49001,0.20046,74.49001,1.15327,74.4900055,0.1962275,74.4900055,0.278159,74.4900055,0.2073848
74.5,0.21021,74.5,1.14903,74.5,0.2020602,74.5,0.2779453,74.5,0.2161988
74.51,0.21006,74.51,1.14186,74.5100021,0.1960301,74.5100021,0.2616107,74.5100021,0.2222182
74.52,0.19832,74.52,1.13025,74.5200043,0.20128,74.5200043,0.2528824,74.5200043,0.2244321
74.53001,0.19911,74.53001,1.11545,74.5300064,0.1947815,74.5300064,0.2780581,74.5300064,0.2247696
74.54,0.19757,74.54,1.12261,74.5400009,0.195964,74.5400009,0.2741628,74.5400009,0.2170649
74.55,0.2087,74.55,1.13641,74.5500031,0.1946321,74.5500031,0.2673467,74.5500031,0.2273024
74.56001,0.21397,74.56001,1.15151,74.5600052,0.2032883,74.5600052,0.2678971,74.5600052,0.2184738
74.57001,0.20677,74.57001,1.14683,74.5700073,0.1939697,74.5700073,0.2857569,74.5700073,0.2178776
74.58,0.2108,74.58,1.15025,74.5800018,0.1886187,74.5800018,0.2714294,74.5800018,0.2152248
74.59,0.21386,74.59,1.14225,74.590004,0.1940361,74.590004,0.2891652,74.590004,0.2218745
74.60001,0.20656,74.60001,1.16,74.6000061,0.1972441,74.6000061,0.2786864,74.6000061,0.2214403
74.61,0.20064,74.61,1.15024,74.6100006,0.1925653,74.6100006,0.2731271,74.6100006,0.2171571
74.62,0.20132,74.62,1.1519,74.6200027,0.2010018,74.6200027,0.2659816,74.6200027,0.2133295
74.63,0.20383,74.63,1.15301,74.6300049,0.2046738,74.6300049,0.2753156,74.6300049,0.2188769
74.64001,0.20227,74.64001,1.15649,74.640007,0.2005195,74.640007,0.2872239,74.640007,0.210067
74.65,0.19793,74.65,1.16378,74.6500015,0.195485,74.6500015,0.2859779,74.6500015,0.2136415
74.66,0.20377,74.66,1.14089,74.6600037,0.1962556,74.6600037,0.294151,74.6600037,0.2070967
74.67001,0.19958,74.67001,1.14474,74.6700058,0.2046832,74.6700058,0.3078003,74.6700058,0.2055903
74.68,0.20115,74.68,1.13604,74.6800003,0.1934842,74.6800003,0.2848711,74.6800003,0.2037065
74.69,0.19923,74.69,1.15111,74.6900024,0.1950017,74.6900024,0.2903386,74.6900024,0.2078469
74.7,0.21032,74.7,1.15814,74.7000046,0.1930064,74.7000046,0.294952,74.7000046,0.2052752
74.71001,0.19927,74.71001,1.14028,74.7100067,0.1934777,74.7100067,0.2927308,74.7100067,0.2099688
74.72,0.20332,74.72,1.14334,74.7200012,0.2022917,74.7200012,0.2882794,74.7200012,0.2084742
74.73,0.19392,74.73,1.15968,74.7300034,0.197696,74.7300034,0.2751825,74.7300034,0.2143664
74.74001,0.20008,74.74001,1.15513,74.7400055,0.198654,74.7400055,0.2782048,74.7400055,0.2227404
74.75,0.19397,74.75,1.14225,74.75,0.1995847,74.75,0.2650714,74.75,0.2222932
74.76,0.20429,74.76,1.15696,74.7600021,0.1992913,74.7600021,0.2711973,74.7600021,0.2141687
74.77,0.20701,74.77,1.16451,74.7700043,0.2005476,74.7700043,0.2591798,74.7700043,0.2149444
74.78001,0.20265,74.78001,1.15846,74.7800064,0.200074,74.7800064,0.2705771,74.7800064,0.214067
74.79,0.19893,74.79,1.15686,74.7900009,0.2026178,74.7900009,0.286321,74.7900009,0.2148728
74.8,0.20682,74.8,1.16763,74.8000031,0.2000182,74.8000031,0.2917734,74.8000031,0.2201852
74.81001,0.18796,74.81001,1.1508,74.8100052,0.2073758,74.8100052,0.286662,74.8100052,0.2167937
74.82001,0.19511,74.82001,1.17197,74.8200073,0.2001174,74.8200073,0.2832921,74.8200073,0.2251974
74.83,0.18608,74.83,1.16134,74.8300018,0.1970082,74.8300018,0.2862667,74.8300018,0.2186559
74.84,0.20176,74.84,1.1645,74.840004,0.1911322,74.840004,0.2872001,74.840004,0.2204697
74.85001,0.20555,74.85001,1.15205,74.8500061,0.1969652,74.8500061,0.2966776,74.8500061,0.2217566
74.86,0.20415,74.86,1.16683,74.8600006,0.1956819,74.8600006,0.2752503,74.8600006,0.2215716
74.87,0.20456,74.87,1.15302,74.8700027,0.2082364,74.8700027,0.2845946,74.8700027,0.209757
74.88,0.20103,74.88,1.13811,74.8800049,0.1925788,74.8800049,0.2909872,74.8800049,0.2096729
74.89001,0.20835,74.89001,1.14998,74.890007,0.1969418,74.890007,0.3001335,74.890007,0.2057758
74.9,0.2097,74.9,1.15086,74.9000015,0.1969617,74.9000015,0.2987671,74.9000015,0.2103127
74.91,0.1942,74.91,1.14882,74.9100037,0.1942323,74.9100037,0.2862521,74.9100037,0.21267
74.92001,0.19835,74.92001,1.13947,74.9200058,0.1967385,74.9200058,0.277711,74.9200058,0.2180117
74.93,0.20767,74.93,1.14477,74.9300003,0.188785,74.9300003,0.2863265,74.9300003,0.2100555
74.94,0.21174,74.94,1.14756,74.9400024,0.1925994,74.9400024,0.2806312,74.9400024,0.2264179
74.95,0.21281,74.95,1.14932,74.9500046,0.1933207,74.9500046,0.2758489,74.9500046,0.2244613
74.96001,0.20792,74.96001,1.13976,74.9600067,0.1907754,74.9600067,0.278119,74.9600067,0.2247721
74.97,0.20286,74.97,1.13769,74.9700012,0.1956012,74.9700012,0.27956,74.9700012,0.214517
74.98,0.20489,74.98,1.15014,74.9800034,0.1917478,74.9800034,0.2750654,74.9800034,0.2107774
74.99001,0.19897,74.99001,1.16279,74.9900055,0.1862286,74.9900055,0.2730097,74.9900055,0.2133697
75,0.20166,75,1.17151,75,0.1939185,75,0.268168,75,0.2192078
75.01,0.2054,75.01,1.1565,75.0100021,0.1899255,75.0100021,0.2729894,75.0100021,0.2125371
75.02,0.22449,75.02,1.15349,75.0200043,0.1905143,75.0200043,0.2650072,75.0200043,0.2084442
75.03001,0.21493,75.03001,1.14869,75.0300064,0.1901236,75.0300064,0.2776448,75.0300064,0.2050001
75.04,0.21157,75.04,1.16666,75.0400009,0.185438,75.0400009,0.2640821,75.0400009,0.2043211
75.05,0.20761,75.05,1.15095,75.0500031,0.1931662,75.0500031,0.2742025,75.0500031,0.2083653
75.06001,0.21082,75.06001,1.1552,75.0600052,0.1876706,75.0600052,0.2706999,75.0600052,0.209145
75.07001,0.19998,75.07001,1.1516,75.0700073,0.1925465,75.0700073,0.2760215,75.0700073,0.2097778
75.08,0.21065,75.08,1.11723,75.0800018,0.1996812,75.0800018,0.2765011,75.0800018,0.2131994
75.09,0.20127,75.09,1.13005,75.090004,0.190428,75.090004,0.2856936,75.090004,0.2152603
75.10001,0.20297,75.10001,1.13589,75.1000061,0.1907885,75.1000061,0.2928937,75.1000061,0.2019719
75.11,0.20442,75.11,1.14278,75.1100006,0.1875054,75.1100006,0.2857469,75.1100006,0.2064029
75.12,0.2247,75.12,1.12092,75.1200027,0.1979089,75.1200027,0.2772568,75.1200027,0.1987699
75.13,0.21978,75.13,1.11813,75.1300049,0.1987052,75.1300049,0.2738707,75.1300049,0.2087456
75.14001,0.2166,75.14001,1.11806,75.140007,0.1972486,75.140007,0.2731572,75.140007,0.2089477
75.15,0.20924,75.15,1.10995,75.1500015,0.1977131,75.1500015,0.2827972,75.1500015,0.2052597
75.16,0.20575,75.16,1.11308,75.1600037,0.1928812,75.1600037,0.2686266,75.1600037,0.209084
75.17001,0.21279,75.17001,1.11104,75.1700058,0.1974644,75.1700058,0.2642717,75.1700058,0.2139399
75.18,0.20055,75.18,1.10277,75.1800003,0.1901704,75.1800003,0.2627244,75.1800003,0.2074937
75.19,0.21465,75.19,1.11972,75.1900024,0.1911667,75.1900024,0.2621822,75.1900024,0.2111606
75.2,0.21436,75.2,1.12812,75.2000046,0.1890979,75.2000046,0.2697513,75.2000046,0.2153847
75.21001,0.20882,75.21001,1.12107,75.2100067,0.1980937,75.2100067,0.2613603,75.2100067,0.210197
75.22,0.2001,75.22,1.12211,75.2200012,0.1901032,75.2200012,0.264385,75.2200012,0.2139948
75.23,0.20658,75.23,1.12919,75.2300034,0.1870431,75.2300034,0.257189,75.2300034,0.2142914
75.24001,0.21534,75.24001,1.13093,75.2400055,0.1896945,75.2400055,0.2583154,75.2400055,0.2211729
75.25,0.21422,75.25,1.11993,75.25,0.1860681,75.25,0.2575028,75.25,0.2186423
75.26,0.20939,75.26,1.11007,75.2600021,0.1853172,75.2600021,0.2569858,75.2600021,0.2162666
75.27,0.19585,75.27,1.13384,75.2700043,0.1919577,75.2700043,0.2569018,75.2700043,0.2096893
75.28001,0.20453,75.28001,1.12486,75.2800064,0.188767,75.2800064,0.2659254,75.2800064,0.215764
75.29,0.20053,75.29,1.13134,75.2900009,0.1988128,75.2900009,0.2649824,75.2900009,0.2145723
75.3,0.19901,75.3,1.12954,75.3000031,0.1877884,75.3000031,0.2532908,75.3000031,0.2150344
75.31001,0.21041,75.31001,1.12715,75.3100052,0.1904563,75.3100052,0.2489482,75.3100052,0.211566
75.32001,0.22035,75.32001,1.12559,75.3200073,0.1931701,75.3200073,0.2425596,75.3200073,0.2096637
75.33,0.21669,75.33,1.12775,75.3300018,0.1973989,75.3300018,0.2486586,75.3300018,0.2105413
75.34,0.21333,75.34,1.12892,75.340004,0.1917651,75.340004,0.2433983,75.340004,0.2081463
75.35001,0.21736,75.35001,1.1361,75.3500061,0.1980285,75.3500061,0.2307205,75.3500061,0.2156492
75.36,0.20793,75.36,1.13044,75.3600006,0.1856797,75.3600006,0.2195387,75.3600006,0.2097239
75.37,0.20687,75.37,1.13555,75.3700027,0.1962067,75.3700027,0.2162472,75.3700027,0.2116209
75.38,0.21535,75.38,1.1303,75.3800049,0.1983933,75.3800049,0.2234373,75.3800049,0.2142341
75.39001,0.21808,75.39001,1.10736,75.390007,0.1893523,75.390007,0.2295679,75.390007,0.208259
75.4,0.21886,75.4,1.11321,75.4000015,0.1859686,75.4000015,0.220095,75.4000015,0.2057188
75.41,0.21372,75.41,1.1179,75.4100037,0.1924255,75.4100037,0.2249923,75.4100037,0.2029554
75.42001,0.20688,75.42001,1.11948,75.4200058,0.1912213,75.4200058,0.2189478,75.4200058,0.2073853
75.43,0.20341,75.43,1.12043,75.4300003,0.1789629,75.4300003,0.228989,75.4300003,0.2012303
75.44,0.20404,75.44,1.11542,75.4400024,0.1931652,75.4400024,0.2433202,75.4400024,0.209453
75.45,0.21072,75.45,1.12051,75.4500046,0.1884579,75.4500046,0.2432853,75.4500046,0.2080798
75.46001,0.20211,75.46001,1.11669,75.4600067,0.19378,75.4600067,0.2345307,75.4600067,0.1983727
75.47,0.19941,75.47,1.12187,75.4700012,0.1960687,75.4700012,0.2422243,75.4700012,0.2044038
75.48,0.20219,75.48,1.09255,75.4800034,0.1961288,75.4800034,0.2502213,75.4800034,0.1978856
75.49001,0.19715,75.49001,1.09272,75.4900055,0.1828478,75.4900055,0.2464772,75.4900055,0.2061817
75.5,0.20557,75.5,1.1005,75.5,0.1957579,75.5,0.2449462,75.5,0.216583
75.51,0.19784,75.51,1.12191,75.5100021,0.1913612,75.5100021,0.240412,75.5100021,0.210836
75.52,0.20258,75.52,1.10541,75.5200043,0.1907122,75.5200043,0.2460023,75.5200043,0.2059675
75.53001,0.20487,75.53001,1.11834,75.5300064,0.1902651,75.5300064,0.2476972,75.5300064,0.2073236
75.54,0.20525,75.54,1.1238,75.5400009,0.1875777,75.5400009,0.2542047,75.5400009,0.2132446
75.55,0.20677,75.55,1.12152,75.5500031,0.1851024,75.5500031,0.257313,75.5500031,0.2081627
75.56001,0.21191,75.56001,1.13614,75.5600052,0.1829627,75.5600052,0.2745409,75.5600052,0.2181987
75.57001,0.19903,75.57001,1.11604,75.5700073,0.1809187,75.5700073,0.270083,75.5700073,0.222216
75.58,0.20507,75.58,1.10436,75.5800018,0.1797141,75.5800018,0.2762573,75.5800018,0.2121414
75.59,0.20526,75.59,1.11903,75.590004,0.1830235,75.590004,0.2636731,75.590004,0.2124563
75.60001,0.2005,75.60001,1.12715,75.6000061,0.1895209,75.6000061,0.2569393,75.6000061,0.2185495
75.61,0.20589,75.61,1.12674,75.6100006,0.1912519,75.6100006,0.2571138,75.6100006,0.2212237
75.62,0.21899,75.62,1.10799,75.6200027,0.1858108,75.6200027,0.2526916,75.6200027,0.2275735
75.63,0.21665,75.63,1.09414,75.6300049,0.1892931,75.6300049,0.2547069,75.6300049,0.2160956
75.64001,0.21131,75.64001,1.11659,75.640007,0.1906547,75.640007,0.2556051,75.640007,0.2209587
75.65,0.21112,75.65,1.1103,75.6500015,0.1984546,75.6500015,0.2524503,75.6500015,0.2177449
75.66,0.21307,75.66,1.12021,75.6600037,0.1979041,75.6600037,0.2454508,75.6600037,0.2241721
75.67001,0.20981,75.67001,1.11437,75.6700058,0.1937779,75.6700058,0.2491181,75.6700058,0.2178085
75.68,0.21018,75.68,1.11928,75.6800003,0.1813775,75.6800003,0.258373,75.6800003,0.2120456
75.69,0.2079,75.69,1.10826,75.6900024,0.1827551,75.6900024,0.2453924,75.6900024,0.210438
75.7,0.20304,75.7,1.11467,75.7000046,0.181514,75.7000046,0.2519583,75.7000046,0.213838
75.71001,0.20284,75.71001,1.1171,75.7100067,0.1840286,75.7100067,0.2533573,75.7100067,0.220087
75.72,0.19961,75.72,1.10492,75.7200012,0.1858046,75.7200012,0.2552935,75.7200012,0.2207257
75.73,0.20725,75.73,1.11968,75.7300034,0.1957241,75.7300034,0.2573647,75.7300034,0.2153261
75.74001,0.20825,75.74001,1.11913,75.7400055,0.1934043,75.7400055,0.2587803,75.7400055,0.2146066
75.75,0.20671,75.75,1.11929,75.75,0.1901053,75.75,0.2629587,75.75,0.2133142
75.76,0.21066,75.76,1.11121,75.7600021,0.1896672,75.7600021,0.2615944,75.7600021,0.2245807
75.77,0.20231,75.77,1.10593,75.7700043,0.1939458,75.7700043,0.2600606,75.7700043,0.2140208
75.78001,0.20127,75.78001,1.10602,75.7800064,0.1939541,75.7800064,0.2595311,75.7800064,0.2197389
75.79,0.20059,75.79,1.09441,75.7900009,0.1920595,75.7900009,0.2504978,75.7900009,0.2198464
75.8,0.19897,75.8,1.10435,75.8000031,0.1848967,75.8000031,0.2442901,75.8000031,0.2229373
75.81001,0.19988,75.81001,1.09817,75.8100052,0.2003128,75.8100052,0.235519,75.8100052,0.2231004
75.82001,0.19683,75.82001,1.10742,75.8200073,0.2076468,75.8200073,0.2350226,75.8200073,0.224131
75.83,0.1992,75.83,1.11578,75.8300018,0.1999494,75.8300018,0.2294488,75.8300018,0.2235199
75.84,0.19522,75.84,1.11922,75.840004,0.2094596,75.840004,0.2324311,75.840004,0.2171664
75.85001,0.20582,75.85001,1.13749,75.8500061,0.1951719,75.8500061,0.2362441,75.8500061,0.2203165
75.86,0.20721,75.86,1.12754,75.8600006,0.1872236,75.8600006,0.2389846,75.8600006,0.218321
75.87,0.20603,75.87,1.14069,75.8700027,0.1859409,75.8700027,0.2557476,75.8700027,0.2222737
75.88,0.2059,75.88,1.13048,75.8800049,0.1891303,75.8800049,0.2576339,75.8800049,0.2184544
75.89001,0.20638,75.89001,1.12708,75.890007,0.1923788,75.890007,0.2591035,75.890007,0.2131475
75.9,0.19695,75.9,1.11288,75.9000015,0.1934599,75.9000015,0.2693532,75.9000015,0.2278979
75.91,0.19858,75.91,1.12988,75.9100037,0.1984208,75.9100037,0.2548443,75.9100037,0.2311124
75.92001,0.18701,75.92001,1.15161,75.9200058,0.1912721,75.9200058,0.254025,75.9200058,0.2328808
75.93,0.19415,75.93,1.15293,75.9300003,0.196062,75.9300003,0.2435693,75.9300003,0.2279461
75.94,0.19764,75.94,1.15348,75.9400024,0.196536,75.9400024,0.2440788,75.9400024,0.223094
75.95,0.19833,75.95,1.13946,75.9500046,0.1945556,75.9500046,0.2457415,75.9500046,0.2296707
75.96001,0.19685,75.96001,1.14652,75.9600067,0.1967775,75.9600067,0.2450961,75.9600067,0.2233261
75.97,0.20195,75.97,1.15179,75.9700012,0.205885,75.9700012,0.2648762,75.9700012,0.2204128
75.98,0.2131,75.98,1.13379,75.9800034,0.1965564,75.9800034,0.250909,75.9800034,0.2324651
75.99001,0.20644,75.99001,1.13134,75.9900055,0.2045942,75.9900055,0.2529525,75.9900055,0.2243943
76,0.20387,76,1.12602,76,0.2047809,76,0.2580558,76,0.2211356
76.01,0.20168,76.01,1.11182,76.0100021,0.1987866,76.0100021,0.263972,76.0100021,0.2148056
76.02,0.2047,76.02,1.13061,76.0200043,0.1979826,76.0200043,0.2512701,76.0200043,0.2192283
76.03001,0.20994,76.03001,1.14081,76.0300064,0.2031464,76.0300064,0.263603,76.0300064,0.2148595
76.04,0.19674,76.04,1.1342,76.0400009,0.1993507,76.0400009,0.2473875,76.0400009,0.2115222
76.05,0.19985,76.05,1.12537,76.0500031,0.204284,76.0500031,0.2551416,76.0500031,0.212002
76.06001,0.20541,76.06001,1.13563,76.0600052,0.1927706,76.0600052,0.2484432,76.0600052,0.2216656
76.07001,0.21316,76.07001,1.14056,76.0700073,0.2032784,76.0700073,0.2556408,76.0700073,0.2122107
76.08,0.20783,76.08,1.12045,76.0800018,0.2023062,76.0800018,0.2462209,76.0800018,0.2093775
76.09,0.20372,76.09,1.11702,76.090004,0.2000231,76.090004,0.2403853,76.090004,0.2086734
76.10001,0.21418,76.10001,1.12825,76.1000061,0.1976238,76.1000061,0.2387602,76.1000061,0.2187775
76.11,0.20974,76.11,1.13224,76.1100006,0.2046827,76.1100006,0.2415836,76.1100006,0.2195841
76.12,0.20478,76.12,1.13483,76.1200027,0.2104911,76.1200027,0.2246765,76.1200027,0.2244688
76.13,0.20793,76.13,1.15187,76.1300049,0.1968337,76.1300049,0.2271603,76.1300049,0.2224763
76.14001,0.21295,76.14001,1.1434,76.140007,0.2112648,76.140007,0.2289304,76.140007,0.2380376
76.15,0.21244,76.15,1.14228,76.1500015,0.2043388,76.1500015,0.2337467,76.1500015,0.2304708
76.16,0.20521,76.16,1.13048,76.1600037,0.1953478,76.1600037,0.2414589,76.1600037,0.2316612
76.17001,0.20858,76.17001,1.1425,76.1700058,0.1872889,76.1700058,0.2319157,76.1700058,0.2350639
76.18,0.21218,76.18,1.14456,76.1800003,0.1968693,76.1800003,0.2363971,76.1800003,0.2233063
76.19,0.21061,76.19,1.1161,76.1900024,0.1953325,76.1900024,0.2386115,76.1900024,0.2228003
76.2,0.20821,76.2,1.14009,76.2000046,0.1964535,76.2000046,0.2342147,76.2000046,0.2266618
76.21001,0.22086,76.21001,1.15252,76.2100067,0.1987311,76.2100067,0.2321767,76.2100067,0.2232001
76.22,0.21079,76.22,1.15088,76.2200012,0.1926206,76.2200012,0.2445388,76.2200012,0.2265957
76.23,0.20977,76.23,1.14028,76.2300034,0.1999452,76.2300034,0.246224,76.2300034,0.2248962
76.24001,0.22035,76.24001,1.14423,76.2400055,0.2018326,76.2400055,0.2500246,76.2400055,0.2265564
76.25,0.22008,76.25,1.13218,76.25,0.2009943,76.25,0.23924,76.25,0.2193735
76.26,0.21799,76.26,1.13127,76.2600021,0.1966588,76.2600021,0.2415998,76.2600021,0.2244586
76.27,0.22272,76.27,1.14055,76.2700043,0.1930593,76.2700043,0.2483276,76.2700043,0.2204159
76.28001,0.21066,76.28001,1.13382,76.2800064,0.202826,76.2800064,0.2457718,76.2800064,0.2257006
76.29,0.21038,76.29,1.11526,76.2900009,0.2052282,76.2900009,0.2626592,76.2900009,0.2175098
76.3,0.21999,76.3,1.13934,76.3000031,0.2065202,76.3000031,0.2540077,76.3000031,0.2180294
76.31001,0.2107,76.31001,1.1386,76.3100052,0.2026262,76.3100052,0.2591639,76.3100052,0.2297658
76.32001,0.22099,76.32001,1.14747,76.3200073,0.2038483,76.3200073,0.2629794,76.3200073,0.2287776
76.33,0.21669,76.33,1.1405,76.3300018,0.1995065,76.3300018,0.2526677,76.3300018,0.2250212
76.34,0.2076,76.34,1.13444,76.340004,0.2095111,76.340004,0.2452536,76.340004,0.2219148
76.35001,0.20909,76.35001,1.14297,76.3500061,0.200706,76.3500061,0.2484688,76.3500061,0.2120779
76.36,0.20903,76.36,1.13489,76.3600006,0.1940891,76.3600006,0.244608,76.3600006,0.2194756
76.37,0.20806,76.37,1.12784,76.3700027,0.1887607,76.3700027,0.2482171,76.3700027,0.223338
76.38,0.22167,76.38,1.13383,76.3800049,0.1952311,76.3800049,0.2374041,76.3800049,0.2245558
76.39001,0.21208,76.39001,1.13904,76.390007,0.1948556,76.390007,0.2362802,76.390007,0.2286396
76.4,0.21814,76.4,1.13369,76.4000015,0.1940971,76.4000015,0.246909,76.4000015,0.2358028
76.41,0.19983,76.41,1.15414,76.4100037,0.1941922,76.4100037,0.2532881,76.4100037,0.2297144
76.42001,0.21408,76.42001,1.13583,76.4200058,0.1942579,76.4200058,0.2467194,76.4200058,0.2248221
76.43,0.2097,76.43,1.13574,76.4300003,0.1907446,76.4300003,0.2510473,76.4300003,0.2269897
76.44,0.21107,76.44,1.14215,76.4400024,0.1877622,76.4400024,0.2433702,76.4400024,0.2382265
76.45,0.20137,76.45,1.14044,76.4500046,0.1969812,76.4500046,0.2420868,76.4500046,0.2390729
76.46001,0.19716,76.46001,1.15,76.4600067,0.1949938,76.4600067,0.2315927,76.4600067,0.2330832
76.47,0.20039,76.47,1.15039,76.4700012,0.1991963,76.4700012,0.233183,76.4700012,0.23553
76.48,0.21724,76.48,1.15058,76.4800034,0.1985532,76.4800034,0.2471578,76.4800034,0.2390667
76.49001,0.22604,76.49001,1.1547,76.4900055,0.1972531,76.4900055,0.2452369,76.4900055,0.2352537
76.5,0.22348,76.5,1.14241,76.5,0.1881983,76.5,0.2391374,76.5,0.2277574
76.51,0.21061,76.51,1.15687,76.5100021,0.1954048,76.5100021,0.2276635,76.5100021,0.2309051
76.52,0.2048,76.52,1.1486,76.5200043,0.1939137,76.5200043,0.2262601,76.5200043,0.2256707
76.53001,0.2128,76.53001,1.15076,76.5300064,0.1992825,76.5300064,0.2439346,76.5300064,0.2256609
76.54,0.20596,76.54,1.14577,76.5400009,0.1980308,76.5400009,0.2492969,76.5400009,0.2291379
76.55,0.21734,76.55,1.15121,76.5500031,0.2033076,76.5500031,0.2444244,76.5500031,0.2268367
76.56001,0.21218,76.56001,1.14071,76.5600052,0.200146,76.5600052,0.2378271,76.5600052,0.2290137
76.57001,0.21984,76.57001,1.15407,76.5700073,0.2075936,76.5700073,0.2373943,76.5700073,0.2309538
76.58,0.20896,76.58,1.16391,76.5800018,0.1857349,76.5800018,0.2295853,76.5800018,0.2409237
76.59,0.21978,76.59,1.15016,76.590004,0.1887656,76.590004,0.212324,76.590004,0.2366381
76.60001,0.21949,76.60001,1.14744,76.6000061,0.1806959,76.6000061,0.2203164,76.6000061,0.2501444
76.61,0.21459,76.61,1.14613,76.6100006,0.1782551,76.6100006,0.2180381,76.6100006,0.2404468
76.62,0.20387,76.62,1.1642,76.6200027,0.1749993,76.6200027,0.2301024,76.6200027,0.2226799
76.63,0.21384,76.63,1.1718,76.6300049,0.1860994,76.6300049,0.2228088,76.6300049,0.2221002
76.64001,0.20882,76.64001,1.15897,76.640007,0.173012,76.640007,0.2222812,76.640007,0.2129483
76.65,0.21101,76.65,1.15811,76.6500015,0.1804909,76.6500015,0.2180592,76.6500015,0.2235902
76.66,0.20607,76.66,1.16928,76.6600037,0.1840593,76.6600037,0.2131594,76.6600037,0.2201828
76.67001,0.21919,76.67001,1.15906,76.6700058,0.182947,76.6700058,0.2096442,76.6700058,0.22246
76.68,0.21367,76.68,1.15434,76.6800003,0.1875549,76.6800003,0.2215568,76.6800003,0.2175585
76.69,0.19281,76.69,1.15288,76.6900024,0.200673,76.6900024,0.20888,76.6900024,0.2208437
76.7,0.19069,76.7,1.15345,76.7000046,0.1932383,76.7000046,0.21695,76.7000046,0.2147585
76.71001,0.19469,76.71001,1.15108,76.7100067,0.1942573,76.7100067,0.2217601,76.7100067,0.2222889
76.72,0.20375,76.72,1.1581,76.7200012,0.1909576,76.7200012,0.2276307,76.7200012,0.227147
76.73,0.20529,76.73,1.17289,76.7300034,0.1963009,76.7300034,0.2306163,76.7300034,0.2279798
76.74001,0.21035,76.74001,1.17457,76.7400055,0.1921815,76.7400055,0.2287047,76.7400055,0.2263956
76.75,0.21342,76.75,1.17704,76.75,0.1913183,76.75,0.2161154,76.75,0.2379903
76.76,0.2049,76.76,1.17577,76.7600021,0.1836325,76.7600021,0.2271746,76.7600021,0.2253853
76.77,0.21635,76.77,1.17347,76.7700043,0.1841231,76.7700043,0.224478,76.7700043,0.2163145
76.78001,0.21229,76.78001,1.15598,76.7800064,0.1890481,76.7800064,0.2284694,76.7800064,0.2206643
76.79,0.21108,76.79,1.17228,76.7900009,0.1857027,76.7900009,0.2243614,76.7900009,0.2234819
76.8,0.1966,76.8,1.17953,76.8000031,0.1953196,76.8000031,0.2285221,76.8000031,0.2250483
76.81001,0.19978,76.81001,1.17156,76.8100052,0.1893628,76.8100052,0.2089205,76.8100052,0.224885
