RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-100SOL-0ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-A-Gliadin-90SOL-10ETO.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-30percent.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-A-Gliadin-50ETO.xvg,RMSD-backbone-70percent.xvg,RMSD-backbone-70percent.xvg
76.82001,0.20974,76.82001,1.16544,76.8200073,0.1980534,76.8200073,0.2239343,76.8200073,0.2238469
76.83,0.20246,76.83,1.17597,76.8300018,0.1902526,76.8300018,0.213844,76.8300018,0.2239672
76.84,0.21346,76.84,1.16685,76.840004,0.1952048,76.840004,0.2139844,76.840004,0.2242613
76.85001,0.20819,76.85001,1.16113,76.8500061,0.1916222,76.8500061,0.2122475,76.8500061,0.223767
76.86,0.20114,76.86,1.16895,76.8600006,0.1934176,76.8600006,0.2215851,76.8600006,0.2294207
76.87,0.22077,76.87,1.16059,76.8700027,0.191913,76.8700027,0.2217512,76.8700027,0.2216308
76.88,0.21183,76.88,1.16915,76.8800049,0.1917129,76.8800049,0.2287975,76.8800049,0.2198853
76.89001,0.20925,76.89001,1.17319,76.890007,0.2014889,76.890007,0.2238459,76.890007,0.2176419
76.9,0.21292,76.9,1.18227,76.9000015,0.2053955,76.9000015,0.2168884,76.9000015,0.2208733
76.91,0.2082,76.91,1.17821,76.9100037,0.2054959,76.9100037,0.2187833,76.9100037,0.2187006
76.92001,0.21635,76.92001,1.17691,76.9200058,0.2025708,76.9200058,0.2287683,76.9200058,0.2290018
76.93,0.20972,76.93,1.17325,76.9300003,0.2022108,76.9300003,0.2130808,76.9300003,0.2336031
76.94,0.21316,76.94,1.17349,76.9400024,0.2023649,76.9400024,0.2089305,76.9400024,0.2242547
76.95,0.21051,76.95,1.17269,76.9500046,0.1892056,76.9500046,0.2183424,76.9500046,0.2292607
76.96001,0.1998,76.96001,1.16991,76.9600067,0.1924284,76.9600067,0.2224102,76.9600067,0.2297889
76.97,0.20872,76.97,1.17958,76.9700012,0.1948807,76.9700012,0.2295479,76.9700012,0.2357996
76.98,0.20734,76.98,1.18543,76.9800034,0.2048336,76.9800034,0.2246806,76.9800034,0.2278459
76.99001,0.19914,76.99001,1.18148,76.9900055,0.2014005,76.9900055,0.2328524,76.9900055,0.2330222
77,0.20856,77,1.16931,77,0.2065658,77,0.2289792,77,0.2231452
77.01,0.21077,77.01,1.19851,77.0100021,0.1935154,77.0100021,0.2313456,77.0100021,0.227895
77.02,0.21626,77.02,1.19146,77.0200043,0.2048773,77.0200043,0.2205572,77.0200043,0.2266266
77.03001,0.22356,77.03001,1.16925,77.0300064,0.1955652,77.0300064,0.2255453,77.0300064,0.2304275
77.04,0.20549,77.04,1.17373,77.0400009,0.1955559,77.0400009,0.2195266,77.0400009,0.225217
77.05,0.22264,77.05,1.17138,77.0500031,0.197227,77.0500031,0.2356805,77.0500031,0.2238817
77.06001,0.21241,77.06001,1.17496,77.0600052,0.1915246,77.0600052,0.2284286,77.0600052,0.2154642
77.07001,0.21239,77.07001,1.18518,77.0700073,0.1917967,77.0700073,0.224644,77.0700073,0.2397111
77.08,0.21071,77.08,1.18202,77.0800018,0.1922473,77.0800018,0.2174127,77.0800018,0.2269914
77.09,0.21103,77.09,1.18732,77.090004,0.1935543,77.090004,0.2283583,77.090004,0.2201872
77.10001,0.20972,77.10001,1.19069,77.1000061,0.1863954,77.1000061,0.2345865,77.1000061,0.2170282
77.11,0.19974,77.11,1.17449,77.1100006,0.1858102,77.1100006,0.2169009,77.1100006,0.2190484
77.12,0.21009,77.12,1.1843,77.1200027,0.1884422,77.1200027,0.2169889,77.1200027,0.2225703
77.13,0.19016,77.13,1.18433,77.1300049,0.1868334,77.1300049,0.2124505,77.1300049,0.2270183
77.14001,0.20511,77.14001,1.16938,77.140007,0.1822449,77.140007,0.2132702,77.140007,0.2224216
77.15,0.20609,77.15,1.1701,77.1500015,0.1887326,77.1500015,0.2214041,77.1500015,0.2280754
77.16,0.21258,77.16,1.16415,77.1600037,0.1954894,77.1600037,0.2243519,77.1600037,0.2410537
77.17001,0.19179,77.17001,1.17184,77.1700058,0.1975047,77.1700058,0.2303668,77.1700058,0.2287534
77.18,0.20434,77.18,1.18046,77.1800003,0.2027938,77.1800003,0.2347186,77.1800003,0.237265
77.19,0.20725,77.19,1.18758,77.1900024,0.2052687,77.1900024,0.2391209,77.1900024,0.2234142
77.2,0.21201,77.2,1.17351,77.2000046,0.2031418,77.2000046,0.2306504,77.2000046,0.2350991
77.21001,0.20853,77.21001,1.1783,77.2100067,0.2113791,77.2100067,0.2312087,77.2100067,0.2336624
77.22,0.22106,77.22,1.17403,77.2200012,0.2059636,77.2200012,0.2236273,77.2200012,0.2305849
77.23,0.2179,77.23,1.16676,77.2300034,0.2006173,77.2300034,0.2313247,77.2300034,0.2330536
77.24001,0.20428,77.24001,1.17738,77.2400055,0.1977216,77.2400055,0.226559,77.2400055,0.219094
77.25,0.21736,77.25,1.19843,77.25,0.1949549,77.25,0.2353702,77.25,0.2197602
77.26,0.21235,77.26,1.1925,77.2600021,0.1970115,77.2600021,0.2304351,77.2600021,0.2178469
77.27,0.21448,77.27,1.19379,77.2700043,0.203055,77.2700043,0.2245509,77.2700043,0.2116614
77.28001,0.20972,77.28001,1.18957,77.2800064,0.197449,77.2800064,0.238293,77.2800064,0.2182801
77.29,0.21545,77.29,1.19116,77.2900009,0.198765,77.2900009,0.2362639,77.2900009,0.217159
77.3,0.22047,77.3,1.19438,77.3000031,0.2019888,77.3000031,0.2360518,77.3000031,0.2177572
77.31001,0.21123,77.31001,1.2018,77.3100052,0.202133,77.3100052,0.2369514,77.3100052,0.2214496
77.32001,0.20442,77.32001,1.19238,77.3200073,0.1946441,77.3200073,0.2379156,77.3200073,0.227841
77.33,0.21299,77.33,1.19471,77.3300018,0.2029336,77.3300018,0.2230108,77.3300018,0.2253387
77.34,0.21062,77.34,1.19335,77.340004,0.2094091,77.340004,0.2225955,77.340004,0.2210944
77.35001,0.2174,77.35001,1.19842,77.3500061,0.2079171,77.3500061,0.2316562,77.3500061,0.2274561
77.36,0.22036,77.36,1.18721,77.3600006,0.1978322,77.3600006,0.2387707,77.3600006,0.2247239
77.37,0.22238,77.37,1.19639,77.3700027,0.2090378,77.3700027,0.2331152,77.3700027,0.2279927
77.38,0.22016,77.38,1.20197,77.3800049,0.2065033,77.3800049,0.2431872,77.3800049,0.2238373
77.39001,0.21204,77.39001,1.18894,77.390007,0.2004196,77.390007,0.2435074,77.390007,0.2256233
77.4,0.22485,77.4,1.19018,77.4000015,0.202131,77.4000015,0.2362492,77.4000015,0.217127
77.41,0.21414,77.41,1.1722,77.4100037,0.2093676,77.4100037,0.2433007,77.4100037,0.2109303
77.42001,0.22347,77.42001,1.19868,77.4200058,0.194762,77.4200058,0.2393593,77.4200058,0.2174464
77.43,0.20712,77.43,1.17936,77.4300003,0.2000461,77.4300003,0.2369152,77.4300003,0.2256377
77.44,0.20704,77.44,1.16746,77.4400024,0.2022398,77.4400024,0.249504,77.4400024,0.2153157
77.45,0.19645,77.45,1.1758,77.4500046,0.2061455,77.4500046,0.2471377,77.4500046,0.2079665
77.46001,0.19491,77.46001,1.15209,77.4600067,0.201387,77.4600067,0.2370058,77.4600067,0.2144153
77.47,0.20907,77.47,1.16024,77.4700012,0.2059382,77.4700012,0.2476677,77.4700012,0.2110486
77.48,0.19739,77.48,1.15211,77.4800034,0.1980574,77.4800034,0.248369,77.4800034,0.2104881
77.49001,0.21269,77.49001,1.16661,77.4900055,0.2039759,77.4900055,0.2479434,77.4900055,0.2169203
77.5,0.21308,77.5,1.16501,77.5,0.2049074,77.5,0.255357,77.5,0.2198905
77.51,0.20979,77.51,1.16156,77.5100021,0.1946927,77.5100021,0.2427056,77.5100021,0.2145635
77.52,0.20907,77.52,1.16288,77.5200043,0.1967005,77.5200043,0.2574732,77.5200043,0.2092655
77.53001,0.21113,77.53001,1.17194,77.5300064,0.1968136,77.5300064,0.2629473,77.5300064,0.2072724
77.54,0.21076,77.54,1.16528,77.5400009,0.2054066,77.5400009,0.2621868,77.5400009,0.2158443
77.55,0.2009,77.55,1.19156,77.5500031,0.203965,77.5500031,0.2621068,77.5500031,0.2195151
77.56001,0.21242,77.56001,1.18109,77.5600052,0.2026335,77.5600052,0.2726114,77.5600052,0.2169125
77.57001,0.2217,77.57001,1.20154,77.5700073,0.2047782,77.5700073,0.2645341,77.5700073,0.2227899
77.58,0.23491,77.58,1.20654,77.5800018,0.2018865,77.5800018,0.2697478,77.5800018,0.2243463
77.59,0.21766,77.59,1.19677,77.590004,0.2064794,77.590004,0.2687374,77.590004,0.2212554
77.60001,0.22265,77.60001,1.18138,77.6000061,0.2048974,77.6000061,0.2626976,77.6000061,0.2271039
77.61,0.21998,77.61,1.1761,77.6100006,0.2082343,77.6100006,0.2701132,77.6100006,0.2222333
77.62,0.1983,77.62,1.18136,77.6200027,0.2005603,77.6200027,0.2779942,77.6200027,0.2214816
77.63,0.20685,77.63,1.16351,77.6300049,0.1966424,77.6300049,0.2598752,77.6300049,0.2241319
77.64001,0.20427,77.64001,1.18238,77.640007,0.2059667,77.640007,0.2589428,77.640007,0.2269713
77.65,0.20901,77.65,1.18944,77.6500015,0.2006458,77.6500015,0.2669154,77.6500015,0.2267792
77.66,0.20681,77.66,1.18181,77.6600037,0.2014031,77.6600037,0.2610252,77.6600037,0.2388256
77.67001,0.20863,77.67001,1.18195,77.6700058,0.2017598,77.6700058,0.2633973,77.6700058,0.2182434
77.68,0.20664,77.68,1.18043,77.6800003,0.1918242,77.6800003,0.2753916,77.6800003,0.2258904
77.69,0.21647,77.69,1.19165,77.6900024,0.1956572,77.6900024,0.2659254,77.6900024,0.225283
77.7,0.21192,77.7,1.19011,77.7000046,0.1876227,77.7000046,0.2749593,77.7000046,0.2349272
77.71001,0.20686,77.71001,1.1868,77.7100067,0.1913337,77.7100067,0.2740099,77.7100067,0.2220996
77.72,0.20598,77.72,1.17584,77.7200012,0.19943,77.7200012,0.2713725,77.7200012,0.22308
77.73,0.20587,77.73,1.18317,77.7300034,0.205044,77.7300034,0.2630274,77.7300034,0.2276245
77.74001,0.20129,77.74001,1.20047,77.7400055,0.2056452,77.7400055,0.2632038,77.7400055,0.2268813
77.75,0.21017,77.75,1.1917,77.75,0.204532,77.75,0.2627674,77.75,0.2393066
77.76,0.19964,77.76,1.20135,77.7600021,0.1976177,77.7600021,0.2640512,77.7600021,0.2362603
77.77,0.20563,77.77,1.20046,77.7700043,0.2035604,77.7700043,0.2537047,77.7700043,0.2419425
77.78001,0.20398,77.78001,1.20371,77.7800064,0.2110721,77.7800064,0.2517015,77.7800064,0.2436487
77.79,0.20355,77.79,1.19817,77.7900009,0.2116469,77.7900009,0.259537,77.7900009,0.2402608
77.8,0.21127,77.8,1.19324,77.8000031,0.2055283,77.8000031,0.2490939,77.8000031,0.2468853
77.81001,0.20758,77.81001,1.19096,77.8100052,0.2140595,77.8100052,0.2439916,77.8100052,0.2338099
77.82001,0.20404,77.82001,1.17891,77.8200073,0.2046459,77.8200073,0.2708753,77.8200073,0.2381831
77.83,0.21033,77.83,1.17127,77.8300018,0.2030794,77.8300018,0.2572846,77.8300018,0.2426997
77.84,0.21552,77.84,1.17537,77.840004,0.2024243,77.840004,0.2544907,77.840004,0.2474388
77.85001,0.20484,77.85001,1.17243,77.8500061,0.2067565,77.8500061,0.2522266,77.8500061,0.2467876
77.86,0.20678,77.86,1.18293,77.8600006,0.2051052,77.8600006,0.2428891,77.8600006,0.233916
77.87,0.20814,77.87,1.17699,77.8700027,0.2116015,77.8700027,0.2471702,77.8700027,0.2317048
77.88,0.20018,77.88,1.17845,77.8800049,0.213602,77.8800049,0.2528116,77.8800049,0.225621
77.89001,0.20421,77.89001,1.18235,77.890007,0.2131489,77.890007,0.2594852,77.890007,0.2322269
77.9,0.20405,77.9,1.17545,77.9000015,0.216144,77.9000015,0.2654365,77.9000015,0.2343282
77.91,0.20767,77.91,1.18073,77.9100037,0.2087539,77.9100037,0.2522024,77.9100037,0.2310196
77.92001,0.20902,77.92001,1.18132,77.9200058,0.2142888,77.9200058,0.2591841,77.9200058,0.2318373
77.93,0.21566,77.93,1.18545,77.9300003,0.2161569,77.9300003,0.2516991,77.9300003,0.2381104
77.94,0.21017,77.94,1.18524,77.9400024,0.2155732,77.9400024,0.2409378,77.9400024,0.2353322
77.95,0.20538,77.95,1.19323,77.9500046,0.2171055,77.9500046,0.2425748,77.9500046,0.2285515
77.96001,0.20607,77.96001,1.16422,77.9600067,0.212782,77.9600067,0.2479955,77.9600067,0.2304624
77.97,0.20177,77.97,1.17372,77.9700012,0.2169289,77.9700012,0.23378,77.9700012,0.2405235
77.98,0.19156,77.98,1.16751,77.9800034,0.2172824,77.9800034,0.2341636,77.9800034,0.2357287
77.99001,0.18978,77.99001,1.18099,77.9900055,0.2095095,77.9900055,0.231429,77.9900055,0.2403938
78,0.19762,78,1.15677,78,0.2087941,78,0.2302706,78,0.2252175
78.01,0.19235,78.01,1.15933,78.0100021,0.2160562,78.0100021,0.23565,78.0100021,0.2237573
78.02,0.19242,78.02,1.14899,78.0200043,0.2139457,78.0200043,0.2222782,78.0200043,0.2211772
78.03001,0.20068,78.03001,1.1569,78.0300064,0.2131229,78.0300064,0.23081,78.0300064,0.2355505
78.04,0.19839,78.04,1.16714,78.0400009,0.2057181,78.0400009,0.2151586,78.0400009,0.235771
78.05,0.19747,78.05,1.17589,78.0500031,0.2128042,78.0500031,0.2228372,78.0500031,0.2214698
78.06001,0.1959,78.06001,1.16215,78.0600052,0.2091626,78.0600052,0.221191,78.0600052,0.2221716
78.07001,0.19086,78.07001,1.15462,78.0700073,0.2061275,78.0700073,0.2152579,78.0700073,0.2222047
78.08,0.19201,78.08,1.16233,78.0800018,0.2087269,78.0800018,0.2181569,78.0800018,0.2199625
78.09,0.19743,78.09,1.15001,78.090004,0.20857,78.090004,0.2146249,78.090004,0.2243286
78.10001,0.20806,78.10001,1.163,78.1000061,0.2034124,78.1000061,0.2110926,78.1000061,0.2253939
78.11,0.20647,78.11,1.17349,78.1100006,0.206572,78.1100006,0.2104089,78.1100006,0.2271964
78.12,0.21873,78.12,1.16402,78.1200027,0.1995939,78.1200027,0.2091533,78.1200027,0.2280487
78.13,0.20115,78.13,1.16294,78.1300049,0.2029389,78.1300049,0.2188023,78.1300049,0.2208851
78.14001,0.2015,78.14001,1.16718,78.140007,0.1975323,78.140007,0.2228719,78.140007,0.232148
78.15,0.20199,78.15,1.15268,78.1500015,0.2082638,78.1500015,0.2168535,78.1500015,0.2159232
78.16,0.21264,78.16,1.16259,78.1600037,0.2021624,78.1600037,0.214206,78.1600037,0.2251365
78.17001,0.19391,78.17001,1.1627,78.1700058,0.2044599,78.1700058,0.2066964,78.1700058,0.223937
78.18,0.18947,78.18,1.13917,78.1800003,0.2062735,78.1800003,0.2086288,78.1800003,0.2331391
78.19,0.19986,78.19,1.15235,78.1900024,0.2019445,78.1900024,0.216495,78.1900024,0.2274939
78.2,0.18364,78.2,1.1541,78.2000046,0.2081536,78.2000046,0.2197248,78.2000046,0.2290052
78.21001,0.1913,78.21001,1.14624,78.2100067,0.2117179,78.2100067,0.2126534,78.2100067,0.2315358
78.22,0.20299,78.22,1.13376,78.2200012,0.2041169,78.2200012,0.2192451,78.2200012,0.2242792
78.23,0.20536,78.23,1.13513,78.2300034,0.2058839,78.2300034,0.2182189,78.2300034,0.2266245
78.24001,0.18306,78.24001,1.15396,78.2400055,0.2059162,78.2400055,0.2239384,78.2400055,0.2331944
78.25,0.17581,78.25,1.15674,78.25,0.2001757,78.25,0.2228258,78.25,0.2304113
78.26,0.17758,78.26,1.16308,78.2600021,0.1976968,78.2600021,0.2270585,78.2600021,0.2257216
78.27,0.19403,78.27,1.156,78.2700043,0.1925599,78.2700043,0.2257025,78.2700043,0.221666
78.28001,0.18729,78.28001,1.15832,78.2800064,0.197448,78.2800064,0.2218341,78.2800064,0.2213207
78.29,0.18934,78.29,1.15335,78.2900009,0.2071879,78.2900009,0.2260759,78.2900009,0.2318891
78.3,0.19727,78.3,1.15941,78.3000031,0.206752,78.3000031,0.2274197,78.3000031,0.2279248
78.31001,0.1807,78.31001,1.15392,78.3100052,0.2052169,78.3100052,0.2167548,78.3100052,0.2338882
78.32001,0.18313,78.32001,1.14709,78.3200073,0.1931686,78.3200073,0.2202346,78.3200073,0.2356537
78.33,0.17743,78.33,1.1508,78.3300018,0.2092388,78.3300018,0.2139484,78.3300018,0.2352454
78.34,0.18355,78.34,1.16233,78.340004,0.2010696,78.340004,0.2132978,78.340004,0.230223
78.35001,0.1806,78.35001,1.16995,78.3500061,0.2070824,78.3500061,0.2297935,78.3500061,0.2340502
78.36,0.18806,78.36,1.16464,78.3600006,0.2049267,78.3600006,0.2228837,78.3600006,0.231089
78.37,0.19466,78.37,1.16093,78.3700027,0.200922,78.3700027,0.2229175,78.3700027,0.2400679
78.38,0.18634,78.38,1.17663,78.3800049,0.2058839,78.3800049,0.2266674,78.3800049,0.2248333
78.39001,0.18494,78.39001,1.17538,78.390007,0.2030445,78.390007,0.2233268,78.390007,0.2343923
78.4,0.17753,78.4,1.17802,78.4000015,0.2089794,78.4000015,0.2098177,78.4000015,0.2361983
78.41,0.18049,78.41,1.17933,78.4100037,0.2144023,78.4100037,0.2189473,78.4100037,0.2288147
78.42001,0.19055,78.42001,1.18595,78.4200058,0.20594,78.4200058,0.2214506,78.4200058,0.2364586
78.43,0.19561,78.43,1.18151,78.4300003,0.2092047,78.4300003,0.2142394,78.4300003,0.2284345
78.44,0.18478,78.44,1.16887,78.4400024,0.2223614,78.4400024,0.2187813,78.4400024,0.228957
78.45,0.19137,78.45,1.18585,78.4500046,0.2197428,78.4500046,0.2148893,78.4500046,0.231395
78.46001,0.18995,78.46001,1.17264,78.4600067,0.2224958,78.4600067,0.2165578,78.4600067,0.2365191
78.47,0.19223,78.47,1.17022,78.4700012,0.2133533,78.4700012,0.2251133,78.4700012,0.2358388
78.48,0.19891,78.48,1.16096,78.4800034,0.2252029,78.4800034,0.2270693,78.4800034,0.2335357
78.49001,0.19287,78.49001,1.16667,78.4900055,0.2256383,78.4900055,0.2236875,78.4900055,0.23278
78.5,0.19421,78.5,1.16549,78.5,0.2301057,78.5,0.219863,78.5,0.2279359
78.51,0.18951,78.51,1.16505,78.5100021,0.2202731,78.5100021,0.2248412,78.5100021,0.2341757
78.52,0.18657,78.52,1.16391,78.5200043,0.2085639,78.5200043,0.2304146,78.5200043,0.2417026
78.53001,0.19583,78.53001,1.15142,78.5300064,0.2109469,78.5300064,0.2233029,78.5300064,0.2336885
78.54,0.19829,78.54,1.14592,78.5400009,0.2135567,78.5400009,0.23271,78.5400009,0.2228199
78.55,0.20451,78.55,1.15321,78.5500031,0.2105584,78.5500031,0.225506,78.5500031,0.2276918
78.56001,0.20299,78.56001,1.15504,78.5600052,0.2229974,78.5600052,0.2125022,78.5600052,0.2256964
78.57001,0.19515,78.57001,1.15589,78.5700073,0.227016,78.5700073,0.2292688,78.5700073,0.2250749
78.58,0.18976,78.58,1.15561,78.5800018,0.2278122,78.5800018,0.2249933,78.5800018,0.2298331
78.59,0.20833,78.59,1.14922,78.590004,0.2244817,78.590004,0.2206543,78.590004,0.2246257
78.60001,0.20588,78.60001,1.16099,78.6000061,0.2167991,78.6000061,0.2081963,78.6000061,0.2228989
78.61,0.20148,78.61,1.1616,78.6100006,0.2147591,78.6100006,0.2218542,78.6100006,0.2308282
78.62,0.19873,78.62,1.155,78.6200027,0.2202706,78.6200027,0.2242395,78.6200027,0.2352637
78.63,0.20864,78.63,1.16986,78.6300049,0.2204005,78.6300049,0.2146931,78.6300049,0.2301874
78.64001,0.20719,78.64001,1.18397,78.640007,0.2124149,78.640007,0.2191811,78.640007,0.2298643
78.65,0.2058,78.65,1.18558,78.6500015,0.2153048,78.6500015,0.2224168,78.6500015,0.2331361
78.66,0.20791,78.66,1.17229,78.6600037,0.2164094,78.6600037,0.2165314,78.6600037,0.2249661
78.67001,0.19988,78.67001,1.17912,78.6700058,0.2155734,78.6700058,0.2205215,78.6700058,0.2339537
78.68,0.20305,78.68,1.17393,78.6800003,0.2172215,78.6800003,0.2364005,78.6800003,0.231183
78.69,0.2059,78.69,1.16215,78.6900024,0.2175548,78.6900024,0.238675,78.6900024,0.237514
78.7,0.19966,78.7,1.17785,78.7000046,0.2129826,78.7000046,0.2388383,78.7000046,0.2391837
78.71001,0.19099,78.71001,1.18255,78.7100067,0.2130518,78.7100067,0.2357315,78.7100067,0.2401616
78.72,0.19633,78.72,1.17475,78.7200012,0.2165037,78.7200012,0.2294527,78.7200012,0.2499686
78.73,0.19483,78.73,1.17055,78.7300034,0.2073096,78.7300034,0.2155073,78.7300034,0.2359131
78.74001,0.19466,78.74001,1.19359,78.7400055,0.2139626,78.7400055,0.2261705,78.7400055,0.2406183
78.75,0.18116,78.75,1.18066,78.75,0.2099804,78.75,0.2223993,78.75,0.2260996
78.76,0.18552,78.76,1.19376,78.7600021,0.2171509,78.7600021,0.2272535,78.7600021,0.2263909
78.77,0.19161,78.77,1.17079,78.7700043,0.2140257,78.7700043,0.2233429,78.7700043,0.232104
78.78001,0.18942,78.78001,1.17361,78.7800064,0.2256834,78.7800064,0.2292944,78.7800064,0.2378486
78.79,0.202,78.79,1.18282,78.7900009,0.2172518,78.7900009,0.2276545,78.7900009,0.2469952
78.8,0.19324,78.8,1.15866,78.8000031,0.2213489,78.8000031,0.2259531,78.8000031,0.2520561
78.81001,0.20219,78.81001,1.1612,78.8100052,0.2075878,78.8100052,0.2346545,78.8100052,0.2436408
78.82001,0.20134,78.82001,1.1787,78.8200073,0.210601,78.8200073,0.2376719,78.8200073,0.2426887
78.83,0.19327,78.83,1.18352,78.8300018,0.2144683,78.8300018,0.2423874,78.8300018,0.2382347
78.84,0.18584,78.84,1.15641,78.840004,0.2110902,78.840004,0.2447765,78.840004,0.2423569
78.85001,0.20606,78.85001,1.16032,78.8500061,0.2160156,78.8500061,0.2437949,78.8500061,0.2401287
78.86,0.20228,78.86,1.15049,78.8600006,0.2132987,78.8600006,0.2266355,78.8600006,0.2430161
78.87,0.20088,78.87,1.16009,78.8700027,0.2142922,78.8700027,0.2314832,78.8700027,0.2369578
78.88,0.21326,78.88,1.17168,78.8800049,0.2194447,78.8800049,0.2345502,78.8800049,0.2420436
78.89001,0.21617,78.89001,1.17266,78.890007,0.2099594,78.890007,0.2360117,78.890007,0.2339454
78.9,0.20443,78.9,1.15705,78.9000015,0.207498,78.9000015,0.2268641,78.9000015,0.2292469
78.91,0.20395,78.91,1.16559,78.9100037,0.2128306,78.9100037,0.2213776,78.9100037,0.2358904
78.92001,0.2029,78.92001,1.16903,78.9200058,0.2100308,78.9200058,0.2427779,78.9200058,0.2334522
78.93,0.19344,78.93,1.17222,78.9300003,0.2140297,78.9300003,0.2568921,78.9300003,0.2382792
78.94,0.20537,78.94,1.15684,78.9400024,0.2054963,78.9400024,0.2535555,78.9400024,0.2421997
78.95,0.19885,78.95,1.16352,78.9500046,0.2062144,78.9500046,0.2494948,78.9500046,0.2307707
78.96001,0.20673,78.96001,1.18401,78.9600067,0.2027372,78.9600067,0.2587655,78.9600067,0.2266147
78.97,0.19959,78.97,1.16973,78.9700012,0.2125866,78.9700012,0.2525958,78.9700012,0.234153
78.98,0.18823,78.98,1.16224,78.9800034,0.2098073,78.9800034,0.2460099,78.9800034,0.2303886
78.99001,0.19927,78.99001,1.1564,78.9900055,0.2063038,78.9900055,0.2554183,78.9900055,0.2381707
79,0.20585,79,1.17156,79,0.2068174,79,0.2502795,79,0.2361482
79.01,0.19528,79.01,1.16259,79.0100021,0.2083353,79.0100021,0.2455743,79.0100021,0.248159
79.02,0.18962,79.02,1.15742,79.0200043,0.19876,79.0200043,0.2370058,79.0200043,0.2407627
79.03001,0.20623,79.03001,1.15852,79.0300064,0.2028823,79.0300064,0.2523826,79.0300064,0.2375821
79.04,0.20464,79.04,1.15593,79.0400009,0.2036752,79.0400009,0.2568694,79.0400009,0.2323975
79.05,0.20861,79.05,1.15312,79.0500031,0.2049272,79.0500031,0.2422667,79.0500031,0.2406488
79.06001,0.19086,79.06001,1.15359,79.0600052,0.2086365,79.0600052,0.2437422,79.0600052,0.2452388
79.07001,0.19139,79.07001,1.16259,79.0700073,0.2022844,79.0700073,0.2511873,79.0700073,0.2365684
79.08,0.20292,79.08,1.13703,79.0800018,0.1931457,79.0800018,0.253974,79.0800018,0.2470386
79.09,0.21,79.09,1.1406,79.090004,0.2019742,79.090004,0.2450559,79.090004,0.2388586
79.10001,0.2077,79.10001,1.138,79.1000061,0.1978934,79.1000061,0.249918,79.1000061,0.2302026
79.11,0.20951,79.11,1.14042,79.1100006,0.1989933,79.1100006,0.2328111,79.1100006,0.2330764
79.12,0.21779,79.12,1.146,79.1200027,0.2000207,79.1200027,0.2419999,79.1200027,0.2353054
79.13,0.21051,79.13,1.16141,79.1300049,0.1991407,79.1300049,0.2237891,79.1300049,0.2240042
79.14001,0.2095,79.14001,1.16682,79.140007,0.1986855,79.140007,0.2358909,79.140007,0.2310934
79.15,0.20553,79.15,1.15802,79.1500015,0.194459,79.1500015,0.228734,79.1500015,0.2250785
