48601-RMSD-potein-potein-xvgx,48601-RMSD-potein-potein-xvgy1,4860-rmsd-potein-potein.xvg,4860-rmsd-potein-potein-xvgy2,5018-rmsd-potein-potein.xvg,5018-rmsd-potein-xvgy3,,5018-RMSD-lig-ligx,5018-RMSD-lig-ligy1,48601-RMSD-lig-lig.xvg,48601-RMSD-lig-ligy2,4860-rmsd-lig-lig.xvg,4860-rmsd-lig-ligy3,,4860-rmsd-backbond-backbond.xvg,4860-rmsd-backbond-backbond.xvg,48601-rmsd-backbond.xvg,48601-rmsd-backbond.xvg,5018-RMSD-backbond-backbond.xvg,5018-RMSD-backbond-backbond.xvg
8.3900003,0.2643443,8.3900003,0.5004756,8.3900003,0.2380093,,8.3900003,0.1540953,8.3900003,0.1435606,8.3900003,0.1793139,,8.3900003,0.456438,8.3900003,0.2115076,8.3900003,0.1977903
8.4000006,0.2783365,8.4000006,0.5109919,8.4000006,0.2343215,,8.4000006,0.1552871,8.4000006,0.1579618,8.4000006,0.1859116,,8.4000006,0.4669239,8.4000006,0.2297534,8.4000006,0.1944492
8.4100008,0.2882142,8.4100008,0.5182257,8.4100008,0.2271415,,8.4100008,0.1522994,8.4100008,0.1731005,8.4100008,0.1685395,,8.4100008,0.4748103,8.4100008,0.2395694,8.4100008,0.1854297
8.4200001,0.3011634,8.4200001,0.5103949,8.4200001,0.2303514,,8.4200001,0.1619264,8.4200001,0.183631,8.4200001,0.1401047,,8.4200001,0.4677048,8.4200001,0.2582065,8.4200001,0.1864873
8.4300003,0.3063139,8.4300003,0.5140829,8.4300003,0.2290558,,8.4300003,0.1615886,8.4300003,0.1192172,8.4300003,0.1641089,,8.4300003,0.472058,8.4300003,0.2616543,8.4300003,0.1869298
8.4400005,0.2911073,8.4400005,0.5207775,8.4400005,0.2231025,,8.4400005,0.1559934,8.4400005,0.1709434,8.4400005,0.1610789,,8.4400005,0.4785715,8.4400005,0.2443368,8.4400005,0.1784232
8.4500008,0.2740034,8.4500008,0.5219433,8.4500008,0.227042,,8.4500008,0.1653052,8.4500008,0.1875185,8.4500008,0.1420158,,8.4500008,0.479257,8.4500008,0.2311171,8.4500008,0.1822695
8.46,0.2810439,8.46,0.5248517,8.46,0.2419034,,8.46,0.148318,8.46,0.1643481,8.46,0.1502734,,8.46,0.4829841,8.46,0.2398465,8.46,0.1998517
8.4700003,0.2848262,8.4700003,0.5279922,8.4700003,0.2256983,,8.4700003,0.1492464,8.4700003,0.2005563,8.4700003,0.1721006,,8.4700003,0.486048,8.4700003,0.236311,8.4700003,0.1824041
8.4800005,0.2884037,8.4800005,0.5272726,8.4800005,0.2328711,,8.4800005,0.1690314,8.4800005,0.2230501,8.4800005,0.1663043,,8.4800005,0.4846861,8.4800005,0.2411118,8.4800005,0.1910346
8.4900007,0.2905715,8.4900007,0.5265354,8.4900007,0.2368766,,8.4900007,0.1518446,8.4900007,0.1793652,8.4900007,0.1561802,,8.4900007,0.4832629,8.4900007,0.2404515,8.4900007,0.1942515
8.5,0.2776873,8.5,0.5311935,8.5,0.2273072,,8.5,0.1603068,8.5,0.1606495,8.5,0.1440404,,8.5,0.4878622,8.5,0.2227868,8.5,0.1827937
8.5100002,0.2882229,8.5100002,0.5359053,8.5100002,0.2280863,,8.5100002,0.1658175,8.5100002,0.1461295,8.5100002,0.1472599,,8.5100002,0.4923904,8.5100002,0.2417245,8.5100002,0.1826492
8.5200005,0.2804701,8.5200005,0.5241281,8.5200005,0.2346961,,8.5200005,0.171013,8.5200005,0.1468089,8.5200005,0.1489454,,8.5200005,0.4802742,8.5200005,0.2294738,8.5200005,0.1930179
8.5300007,0.2857906,8.5300007,0.5227432,8.5300007,0.2348617,,8.5300007,0.1630534,8.5300007,0.1292258,8.5300007,0.157167,,8.5300007,0.4785371,8.5300007,0.2378767,8.5300007,0.1920011
8.54,0.2935251,8.54,0.5171243,8.54,0.2304697,,8.54,0.1649796,8.54,0.136075,8.54,0.1762441,,8.54,0.4726591,8.54,0.2482687,8.54,0.1838578
8.5500002,0.3040706,8.5500002,0.5104508,8.5500002,0.2291659,,8.5500002,0.1481217,8.5500002,0.1159329,8.5500002,0.1263199,,8.5500002,0.4653536,8.5500002,0.2566195,8.5500002,0.1845045
8.5600004,0.3103304,8.5600004,0.5134292,8.5600004,0.2353534,,8.5600004,0.1627129,8.5600004,0.1283717,8.5600004,0.149609,,8.5600004,0.4684887,8.5600004,0.2669727,8.5600004,0.1928969
8.5700006,0.3073205,8.5700006,0.5138587,8.5700006,0.2305734,,8.5700006,0.1505623,8.5700006,0.1393775,8.5700006,0.1396824,,8.5700006,0.4702798,8.5700006,0.2666129,8.5700006,0.1870239
8.5800009,0.2960552,8.5800009,0.5147801,8.5800009,0.229796,,8.5800009,0.1467563,8.5800009,0.1433483,8.5800009,0.1496401,,8.5800009,0.4700179,8.5800009,0.254015,8.5800009,0.1897066
8.5900002,0.2915055,8.5900002,0.5126315,8.5900002,0.2376899,,8.5900002,0.1446192,8.5900002,0.1392988,8.5900002,0.1621321,,8.5900002,0.4680349,8.5900002,0.2478649,8.5900002,0.1976285
8.6000004,0.2985667,8.6000004,0.5270879,8.6000004,0.2440363,,8.6000004,0.1630885,8.6000004,0.1343725,8.6000004,0.1442714,,8.6000004,0.4832396,8.6000004,0.2533544,8.6000004,0.2044207
8.6100006,0.3053827,8.6100006,0.517615,8.6100006,0.2380686,,8.6100006,0.1553013,8.6100006,0.1517781,8.6100006,0.1479865,,8.6100006,0.4725748,8.6100006,0.2612372,8.6100006,0.1994213
8.6200008,0.2823257,8.6200008,0.5064757,8.6200008,0.2227272,,8.6200008,0.1543318,8.6200008,0.1587743,8.6200008,0.1490697,,8.6200008,0.4614092,8.6200008,0.239875,8.6200008,0.1792029
8.6300001,0.2895832,8.6300001,0.5071008,8.6300001,0.222572,,8.6300001,0.1648718,8.6300001,0.1642746,8.6300001,0.1426971,,8.6300001,0.4619005,8.6300001,0.2454193,8.6300001,0.1792828
8.6400003,0.3040028,8.6400003,0.495004,8.6400003,0.2246299,,8.6400003,0.1552572,8.6400003,0.1811508,8.6400003,0.1462881,,8.6400003,0.4489509,8.6400003,0.2587261,8.6400003,0.1829585
8.6500006,0.294842,8.6500006,0.501704,8.6500006,0.2310646,,8.6500006,0.1621004,8.6500006,0.2649686,8.6500006,0.1613022,,8.6500006,0.4565348,8.6500006,0.2474936,8.6500006,0.1905062
8.6600008,0.2863278,8.6600008,0.5047821,8.6600008,0.2350022,,8.6600008,0.1614038,8.6600008,0.2897581,8.6600008,0.1577623,,8.6600008,0.4600406,8.6600008,0.2380253,8.6600008,0.1948324
8.6700001,0.2882909,8.6700001,0.5002222,8.6700001,0.2302317,,8.6700001,0.1611483,8.6700001,0.3182259,8.6700001,0.1644522,,8.6700001,0.4546239,8.6700001,0.2400389,8.6700001,0.1884394
8.6800003,0.3008306,8.6800003,0.5112397,8.6800003,0.2307678,,8.6800003,0.1543012,8.6800003,0.2446257,8.6800003,0.1759714,,8.6800003,0.466774,8.6800003,0.2578241,8.6800003,0.1875874
8.6900005,0.2868524,8.6900005,0.5065761,8.6900005,0.2325388,,8.6900005,0.1652037,8.6900005,0.2727791,8.6900005,0.1561575,,8.6900005,0.4626508,8.6900005,0.2434591,8.6900005,0.1923058
8.7000008,0.2867547,8.7000008,0.5134751,8.7000008,0.2403277,,8.7000008,0.1599767,8.7000008,0.262955,8.7000008,0.1588309,,8.7000008,0.4688541,8.7000008,0.2457125,8.7000008,0.201526
8.71,0.2955602,8.71,0.5255719,8.71,0.2376248,,8.71,0.1495927,8.71,0.247065,8.71,0.1634251,,8.71,0.482389,8.71,0.2541513,8.71,0.1974113
8.7200003,0.2954088,8.7200003,0.5172294,8.7200003,0.2425124,,8.7200003,0.161739,8.7200003,0.2167432,8.7200003,0.1434453,,8.7200003,0.4734493,8.7200003,0.2505459,8.7200003,0.2053768
8.7300005,0.2775849,8.7300005,0.5219186,8.7300005,0.2441841,,8.7300005,0.1571654,8.7300005,0.2442867,8.7300005,0.1723312,,8.7300005,0.477899,8.7300005,0.2258843,8.7300005,0.2046742
8.7400007,0.3074114,8.7400007,0.5184351,8.7400007,0.2426341,,8.7400007,0.1622746,8.7400007,0.2636534,8.7400007,0.1519006,,8.7400007,0.4745308,8.7400007,0.2580699,8.7400007,0.2043708
8.75,0.285644,8.75,0.5233908,8.75,0.2467216,,8.75,0.1575951,8.75,0.258225,8.75,0.1674339,,8.75,0.4799728,8.75,0.2372732,8.75,0.2077867
8.7600002,0.292074,8.7600002,0.5181476,8.7600002,0.2632087,,8.7600002,0.1608351,8.7600002,0.2359343,8.7600002,0.1576878,,8.7600002,0.4743218,8.7600002,0.2457292,8.7600002,0.2279557
8.7700005,0.269217,8.7700005,0.5199993,8.7700005,0.2636341,,8.7700005,0.1586128,8.7700005,0.2469383,8.7700005,0.1664507,,8.7700005,0.4760425,8.7700005,0.2196343,8.7700005,0.230687
8.7800007,0.278442,8.7800007,0.5189645,8.7800007,0.2517902,,8.7800007,0.1610969,8.7800007,0.2360741,8.7800007,0.1518398,,8.7800007,0.4754626,8.7800007,0.2278803,8.7800007,0.2136897
8.79,0.2718267,8.79,0.5181413,8.79,0.2368801,,8.79,0.1544681,8.79,0.27488,8.79,0.1765796,,8.79,0.4749557,8.79,0.2166645,8.79,0.1935431
8.8000002,0.2872959,8.8000002,0.530654,8.8000002,0.2451342,,8.8000002,0.151989,8.8000002,0.2522509,8.8000002,0.169139,,8.8000002,0.4880438,8.8000002,0.2316394,8.8000002,0.2045044
8.8100004,0.296689,8.8100004,0.5261752,8.8100004,0.2547224,,8.8100004,0.1458698,8.8100004,0.2706031,8.8100004,0.1714311,,8.8100004,0.4825858,8.8100004,0.2442183,8.8100004,0.2187427
8.8200006,0.2911123,8.8200006,0.5201732,8.8200006,0.2566157,,8.8200006,0.1596803,8.8200006,0.2899897,8.8200006,0.1583164,,8.8200006,0.4771691,8.8200006,0.2362523,8.8200006,0.2198977
8.8300009,0.2948923,8.8300009,0.522164,8.8300009,0.2610777,,8.8300009,0.1625251,8.8300009,0.2966042,8.8300009,0.1633837,,8.8300009,0.4791859,8.8300009,0.2419913,8.8300009,0.2252353
8.8400002,0.2770552,8.8400002,0.5270556,8.8400002,0.2658484,,8.8400002,0.1537198,8.8400002,0.2529717,8.8400002,0.1719853,,8.8400002,0.4838405,8.8400002,0.2190615,8.8400002,0.2296175
8.8500004,0.2794971,8.8500004,0.5357285,8.8500004,0.2631558,,8.8500004,0.1702725,8.8500004,0.2600215,8.8500004,0.1619186,,8.8500004,0.4932572,8.8500004,0.2240406,8.8500004,0.2286817
8.8600006,0.2821141,8.8600006,0.5375122,8.8600006,0.2696944,,8.8600006,0.1475417,8.8600006,0.2266926,8.8600006,0.1678277,,8.8600006,0.4946098,8.8600006,0.2279786,8.8600006,0.2342499
8.8700008,0.2791096,8.8700008,0.5343972,8.8700008,0.2639285,,8.8700008,0.1478888,8.8700008,0.2522862,8.8700008,0.1746341,,8.8700008,0.4901946,8.8700008,0.2273705,8.8700008,0.2297483
8.8800001,0.2804186,8.8800001,0.5277461,8.8800001,0.2610662,,8.8800001,0.1515909,8.8800001,0.2209094,8.8800001,0.1593708,,8.8800001,0.4846538,8.8800001,0.227301,8.8800001,0.2258643
8.8900003,0.2836742,8.8900003,0.5180108,8.8900003,0.2491317,,8.8900003,0.1541949,8.8900003,0.2091949,8.8900003,0.1698965,,8.8900003,0.4736848,8.8900003,0.2300933,8.8900003,0.2101892
8.9000006,0.2740528,8.9000006,0.5282842,8.9000006,0.2363649,,8.9000006,0.173421,8.9000006,0.1975135,8.9000006,0.171519,,8.9000006,0.4850781,8.9000006,0.2177087,8.9000006,0.1975143
8.9100008,0.2873901,8.9100008,0.520592,8.9100008,0.2610842,,8.9100008,0.1550061,8.9100008,0.1920865,8.9100008,0.1485134,,8.9100008,0.4765436,8.9100008,0.2328986,8.9100008,0.2255785
8.9200001,0.3122859,8.9200001,0.5228236,8.9200001,0.2623717,,8.9200001,0.1694388,8.9200001,0.2024536,8.9200001,0.1595269,,8.9200001,0.4786757,8.9200001,0.262377,8.9200001,0.2255824
8.9300003,0.2993379,8.9300003,0.5289668,8.9300003,0.2575406,,8.9300003,0.1542951,8.9300003,0.2046936,8.9300003,0.1608166,,8.9300003,0.485233,8.9300003,0.2459867,8.9300003,0.2188696
8.9400005,0.2893452,8.9400005,0.517175,8.9400005,0.2517746,,8.9400005,0.1582024,8.9400005,0.1662925,8.9400005,0.1508341,,8.9400005,0.4727971,8.9400005,0.2333737,8.9400005,0.2124836
8.9500008,0.2790723,8.9500008,0.5052118,8.9500008,0.2581311,,8.9500008,0.1613201,8.9500008,0.1457574,8.9500008,0.1538498,,8.9500008,0.4603192,8.9500008,0.2230063,8.9500008,0.2176879
8.96,0.293884,8.96,0.5096842,8.96,0.2627106,,8.96,0.1562715,8.96,0.1425075,8.96,0.1581886,,8.96,0.4657013,8.96,0.2399061,8.96,0.2229615
8.9700003,0.2879672,8.9700003,0.5021425,8.9700003,0.2609639,,8.9700003,0.1518016,8.9700003,0.1401014,8.9700003,0.1620825,,8.9700003,0.4573839,8.9700003,0.2346713,8.9700003,0.2234386
8.9800005,0.2696243,8.9800005,0.5057025,8.9800005,0.2577811,,8.9800005,0.1527698,8.9800005,0.1589164,8.9800005,0.1550247,,8.9800005,0.4623063,8.9800005,0.2124498,8.9800005,0.2197609
8.9900007,0.2878395,8.9900007,0.5126811,8.9900007,0.2636017,,8.9900007,0.1661616,8.9900007,0.104605,8.9900007,0.1667955,,8.9900007,0.4694742,8.9900007,0.231757,8.9900007,0.2264651
9,0.287344,9,0.5096055,9,0.2702381,,9,0.1636234,9,0.0868698,9,0.1702589,,9,0.4651366,9,0.2324111,9,0.2359838
9.0100002,0.2858872,9.0100002,0.515616,9.0100002,0.2654101,,9.0100002,0.1570586,9.0100002,0.0887014,9.0100002,0.1671173,,9.0100002,0.4734218,9.0100002,0.2334434,9.0100002,0.2308199
9.0200005,0.2717656,9.0200005,0.5214887,9.0200005,0.2629974,,9.0200005,0.1516545,9.0200005,0.0676204,9.0200005,0.1925605,,9.0200005,0.4784208,9.0200005,0.2135645,9.0200005,0.2244776
9.0300007,0.2698645,9.0300007,0.5180815,9.0300007,0.2463693,,9.0300007,0.1617577,9.0300007,0.0731096,9.0300007,0.1967018,,9.0300007,0.4755531,9.0300007,0.2099672,9.0300007,0.204577
9.04,0.2697741,9.04,0.5170684,9.04,0.2551731,,9.04,0.1562215,9.04,0.0880827,9.04,0.1948732,,9.04,0.4744824,9.04,0.2082867,9.04,0.2183491
9.0500002,0.2572452,9.0500002,0.5228691,9.0500002,0.2440003,,9.0500002,0.1633826,9.0500002,0.1227904,9.0500002,0.1816583,,9.0500002,0.4803463,9.0500002,0.1946859,9.0500002,0.2064264
9.0600004,0.2512787,9.0600004,0.5181465,9.0600004,0.2584947,,9.0600004,0.1571318,9.0600004,0.1251571,9.0600004,0.2032404,,9.0600004,0.4761264,9.0600004,0.185387,9.0600004,0.2203454
9.0700006,0.2522084,9.0700006,0.5146389,9.0700006,0.2564133,,9.0700006,0.1604526,9.0700006,0.127786,9.0700006,0.1921652,,9.0700006,0.4722616,9.0700006,0.1903763,9.0700006,0.2190547
9.0800009,0.2429691,9.0800009,0.5248742,9.0800009,0.2602786,,9.0800009,0.1494244,9.0800009,0.1886117,9.0800009,0.2128967,,9.0800009,0.4831477,9.0800009,0.1795696,9.0800009,0.2243959
9.0900002,0.2513069,9.0900002,0.5097563,9.0900002,0.2424995,,9.0900002,0.1470181,9.0900002,0.2300341,9.0900002,0.1980931,,9.0900002,0.4675785,9.0900002,0.1880911,9.0900002,0.2002565
9.1000004,0.2490097,9.1000004,0.5118887,9.1000004,0.2480834,,9.1000004,0.1374161,9.1000004,0.1365214,9.1000004,0.1832721,,9.1000004,0.4699247,9.1000004,0.1829617,9.1000004,0.2062398
9.1100006,0.2630124,9.1100006,0.5243636,9.1100006,0.2691441,,9.1100006,0.1544792,9.1100006,0.1501927,9.1100006,0.1893437,,9.1100006,0.4829444,9.1100006,0.1993268,9.1100006,0.2321213
9.1200008,0.2517316,9.1200008,0.5170169,9.1200008,0.2681488,,9.1200008,0.1619477,9.1200008,0.1981288,9.1200008,0.1859895,,9.1200008,0.4749947,9.1200008,0.1871233,9.1200008,0.228154
9.1300001,0.248249,9.1300001,0.5170211,9.1300001,0.2656533,,9.1300001,0.1394928,9.1300001,0.2411228,9.1300001,0.1862317,,9.1300001,0.4748981,9.1300001,0.1791185,9.1300001,0.2268296
9.1400003,0.2450712,9.1400003,0.520383,9.1400003,0.2616279,,9.1400003,0.1493773,9.1400003,0.2537392,9.1400003,0.1783359,,9.1400003,0.4791825,9.1400003,0.1816052,9.1400003,0.2196733
9.1500006,0.239373,9.1500006,0.5259198,9.1500006,0.2627656,,9.1500006,0.1528898,9.1500006,0.2598911,9.1500006,0.1565939,,9.1500006,0.4838487,9.1500006,0.172497,9.1500006,0.223202
9.1600008,0.2450311,9.1600008,0.5400812,9.1600008,0.2732653,,9.1600008,0.1705408,9.1600008,0.2488748,9.1600008,0.1789426,,9.1600008,0.4982394,9.1600008,0.1836542,9.1600008,0.2340469
9.1700001,0.2652417,9.1700001,0.5423179,9.1700001,0.2875062,,9.1700001,0.1515269,9.1700001,0.2953272,9.1700001,0.161994,,9.1700001,0.5011007,9.1700001,0.2081669,9.1700001,0.2513747
9.1800003,0.26817,9.1800003,0.5438659,9.1800003,0.2929989,,9.1800003,0.1479675,9.1800003,0.270305,9.1800003,0.1680115,,9.1800003,0.5026971,9.1800003,0.2116715,9.1800003,0.2605528
9.1900005,0.2552387,9.1900005,0.5440443,9.1900005,0.2980546,,9.1900005,0.1605585,9.1900005,0.2475934,9.1900005,0.1549405,,9.1900005,0.501785,9.1900005,0.1985936,9.1900005,0.2656761
9.2000008,0.2604371,9.2000008,0.5320826,9.2000008,0.295595,,9.2000008,0.1581581,9.2000008,0.2355074,9.2000008,0.1748395,,9.2000008,0.4899657,9.2000008,0.202022,9.2000008,0.2622548
9.21,0.2696307,9.21,0.5281104,9.21,0.2844045,,9.21,0.1554213,9.21,0.2861014,9.21,0.1981221,,9.21,0.4866411,9.21,0.2126784,9.21,0.2497876
9.2200003,0.265908,9.2200003,0.5218623,9.2200003,0.2801189,,9.2200003,0.1642027,9.2200003,0.268737,9.2200003,0.1637659,,9.2200003,0.4804887,9.2200003,0.207147,9.2200003,0.2420078
9.2300005,0.2615279,9.2300005,0.5311599,9.2300005,0.2866813,,9.2300005,0.1555276,9.2300005,0.258406,9.2300005,0.1851898,,9.2300005,0.4891597,9.2300005,0.2036762,9.2300005,0.2500288
9.2400007,0.2736531,9.2400007,0.5251203,9.2400007,0.2795367,,9.2400007,0.145921,9.2400007,0.2443773,9.2400007,0.1973696,,9.2400007,0.4832436,9.2400007,0.2207513,9.2400007,0.2452515
9.25,0.2824096,9.25,0.5204359,9.25,0.2662544,,9.25,0.1613987,9.25,0.2727715,9.25,0.2092725,,9.25,0.4774772,9.25,0.2268875,9.25,0.2285571
9.2600002,0.263068,9.2600002,0.5261052,9.2600002,0.2634267,,9.2600002,0.1640205,9.2600002,0.271469,9.2600002,0.185284,,9.2600002,0.4836827,9.2600002,0.2035232,9.2600002,0.2257922
9.2700005,0.2531922,9.2700005,0.5192465,9.2700005,0.2455948,,9.2700005,0.1691598,9.2700005,0.2767587,9.2700005,0.2110413,,9.2700005,0.4762588,9.2700005,0.187332,9.2700005,0.2043747
9.2800007,0.2675247,9.2800007,0.5066836,9.2800007,0.2379623,,9.2800007,0.1499144,9.2800007,0.2593085,9.2800007,0.201505,,9.2800007,0.4628935,9.2800007,0.2062243,9.2800007,0.1963566
9.2900009,0.2703196,9.2900009,0.5142358,9.2900009,0.2304562,,9.2900009,0.149865,9.2900009,0.2620105,9.2900009,0.1764035,,9.2900009,0.4717483,9.2900009,0.2055055,9.2900009,0.1817451
9.3000002,0.2788018,9.3000002,0.51466,9.3000002,0.2279584,,9.3000002,0.1582331,9.3000002,0.2960463,9.3000002,0.1981649,,9.3000002,0.4713553,9.3000002,0.2227014,9.3000002,0.1837458
9.3100004,0.2637559,9.3100004,0.5059935,9.3100004,0.244114,,9.3100004,0.1644764,9.3100004,0.3043705,9.3100004,0.1808081,,9.3100004,0.462997,9.3100004,0.2002805,9.3100004,0.2055703
9.3200006,0.2615519,9.3200006,0.5124592,9.3200006,0.2521805,,9.3200006,0.1550517,9.3200006,0.2944354,9.3200006,0.1769953,,9.3200006,0.4696952,9.3200006,0.1976576,9.3200006,0.2150773
9.3300009,0.2633744,9.3300009,0.5122903,9.3300009,0.2556243,,9.3300009,0.1619075,9.3300009,0.2787062,9.3300009,0.1663745,,9.3300009,0.4697035,9.3300009,0.2014386,9.3300009,0.2191895
9.3400002,0.2630641,9.3400002,0.516475,9.3400002,0.2661199,,9.3400002,0.1688628,9.3400002,0.2798481,9.3400002,0.1730533,,9.3400002,0.4743537,9.3400002,0.2000826,9.3400002,0.2295947
9.3500004,0.2591418,9.3500004,0.5197351,9.3500004,0.2729825,,9.3500004,0.1460485,9.3500004,0.2612122,9.3500004,0.1963072,,9.3500004,0.4775812,9.3500004,0.1984974,9.3500004,0.2351486
9.3600006,0.2653841,9.3600006,0.5186108,9.3600006,0.2714239,,9.3600006,0.154843,9.3600006,0.2439292,9.3600006,0.1910549,,9.3600006,0.476939,9.3600006,0.2062862,9.3600006,0.2362297
9.3700008,0.266427,9.3700008,0.5173877,9.3700008,0.2768501,,9.3700008,0.1529941,9.3700008,0.2742687,9.3700008,0.1727313,,9.3700008,0.4756426,9.3700008,0.2068427,9.3700008,0.2420373
9.3800001,0.2551656,9.3800001,0.5264733,9.3800001,0.2654685,,9.3800001,0.1363138,9.3800001,0.280298,9.3800001,0.1899036,,9.3800001,0.485007,9.3800001,0.1942334,9.3800001,0.2280817
9.3900003,0.2438788,9.3900003,0.522836,9.3900003,0.248478,,9.3900003,0.1540476,9.3900003,0.2934673,9.3900003,0.1737785,,9.3900003,0.480361,9.3900003,0.1829369,9.3900003,0.205849
9.4000006,0.2512327,9.4000006,0.5208749,9.4000006,0.2687829,,9.4000006,0.161186,9.4000006,0.2862829,9.4000006,0.1653192,,9.4000006,0.4787412,9.4000006,0.1910569,9.4000006,0.2320335
9.4100008,0.2375862,9.4100008,0.5113772,9.4100008,0.2779346,,9.4100008,0.1495758,9.4100008,0.2427772,9.4100008,0.1615472,,9.4100008,0.4692561,9.4100008,0.1732281,9.4100008,0.2431816
9.4200001,0.2489371,9.4200001,0.5183649,9.4200001,0.2862103,,9.4200001,0.1666729,9.4200001,0.1999153,9.4200001,0.1745388,,9.4200001,0.4764359,9.4200001,0.1911334,9.4200001,0.2550696
9.4300003,0.2650458,9.4300003,0.5064818,9.4300003,0.2726599,,9.4300003,0.1522763,9.4300003,0.2063629,9.4300003,0.1519249,,9.4300003,0.4645866,9.4300003,0.2072141,9.4300003,0.2374806
9.4400005,0.2833582,9.4400005,0.5041913,9.4400005,0.2635863,,9.4400005,0.1438604,9.4400005,0.1830649,9.4400005,0.1998316,,9.4400005,0.4620183,9.4400005,0.2297026,9.4400005,0.2263824
9.4500008,0.2988586,9.4500008,0.5050157,9.4500008,0.2826599,,9.4500008,0.1675428,9.4500008,0.2135386,9.4500008,0.220187,,9.4500008,0.4624748,9.4500008,0.2468898,9.4500008,0.2491005
9.46,0.2854244,9.46,0.5029176,9.46,0.2782832,,9.46,0.1600465,9.46,0.2621737,9.46,0.2010797,,9.46,0.459975,9.46,0.2359756,9.46,0.2468283
9.4700003,0.2948325,9.4700003,0.4992873,9.4700003,0.274058,,9.4700003,0.145805,9.4700003,0.3198566,9.4700003,0.2073112,,9.4700003,0.4557071,9.4700003,0.2456585,9.4700003,0.2407373
9.4800005,0.2971128,9.4800005,0.5003878,9.4800005,0.2741633,,9.4800005,0.1577969,9.4800005,0.369211,9.4800005,0.186272,,9.4800005,0.4578962,9.4800005,0.2487416,9.4800005,0.241199
9.4900007,0.2935375,9.4900007,0.4892075,9.4900007,0.2694531,,9.4900007,0.1660226,9.4900007,0.3461024,9.4900007,0.194441,,9.4900007,0.4459752,9.4900007,0.2436544,9.4900007,0.2356359
9.5,0.2830075,9.5,0.4906424,9.5,0.2740052,,9.5,0.1653134,9.5,0.3312159,9.5,0.2206455,,9.5,0.4480101,9.5,0.2295683,9.5,0.2411448
9.5100002,0.2834798,9.5100002,0.493873,9.5100002,0.266387,,9.5100002,0.1557947,9.5100002,0.2782749,9.5100002,0.2233564,,9.5100002,0.4504272,9.5100002,0.235817,9.5100002,0.2342462
9.5200005,0.2887924,9.5200005,0.5103145,9.5200005,0.2666993,,9.5200005,0.1588421,9.5200005,0.2891797,9.5200005,0.2185415,,9.5200005,0.4685476,9.5200005,0.2371538,9.5200005,0.2325634
9.5300007,0.2863922,9.5300007,0.5129271,9.5300007,0.2654394,,9.5300007,0.1596803,9.5300007,0.2177467,9.5300007,0.2004782,,9.5300007,0.4716982,9.5300007,0.2307984,9.5300007,0.2312111
9.5400009,0.2880942,9.5400009,0.5065442,9.5400009,0.2557489,,9.5400009,0.1436824,9.5400009,0.236071,9.5400009,0.2272556,,9.5400009,0.4648249,9.5400009,0.228182,9.5400009,0.2198856
9.5500002,0.2928438,9.5500002,0.5046754,9.5500002,0.253128,,9.5500002,0.1659066,9.5500002,0.1845221,9.5500002,0.2225126,,9.5500002,0.4620215,9.5500002,0.2344185,9.5500002,0.2186538
9.5600004,0.2961289,9.5600004,0.5061595,9.5600004,0.2613698,,9.5600004,0.1634132,9.5600004,0.157934,9.5600004,0.1919979,,9.5600004,0.4638842,9.5600004,0.24016,9.5600004,0.2260158
9.5700006,0.2781734,9.5700006,0.5147346,9.5700006,0.2558236,,9.5700006,0.1500526,9.5700006,0.1575141,9.5700006,0.1616572,,9.5700006,0.4738867,9.5700006,0.2205521,9.5700006,0.2182923
9.5800009,0.2809349,9.5800009,0.5085698,9.5800009,0.263312,,9.5800009,0.1634404,9.5800009,0.1617071,9.5800009,0.1631494,,9.5800009,0.4660493,9.5800009,0.2257274,9.5800009,0.2269568
9.5900002,0.2737797,9.5900002,0.510868,9.5900002,0.2644282,,9.5900002,0.1641024,9.5900002,0.1853458,9.5900002,0.1594465,,9.5900002,0.4686013,9.5900002,0.2167404,9.5900002,0.228214
9.6000004,0.2658665,9.6000004,0.5150027,9.6000004,0.2640191,,9.6000004,0.1684477,9.6000004,0.1978367,9.6000004,0.1486765,,9.6000004,0.4725025,9.6000004,0.2080025,9.6000004,0.2286571
9.6100006,0.2641072,9.6100006,0.5002236,9.6100006,0.2704347,,9.6100006,0.1786637,9.6100006,0.1468894,9.6100006,0.1788756,,9.6100006,0.4573686,9.6100006,0.201568,9.6100006,0.2374844
9.6200008,0.2483236,9.6200008,0.5087957,9.6200008,0.2732585,,9.6200008,0.16087,9.6200008,0.191211,9.6200008,0.168246,,9.6200008,0.4663075,9.6200008,0.1853503,9.6200008,0.2382048
9.6300001,0.261347,9.6300001,0.5073636,9.6300001,0.2630853,,9.6300001,0.1732708,9.6300001,0.1715162,9.6300001,0.1897417,,9.6300001,0.4644197,9.6300001,0.2030588,9.6300001,0.2270672
9.6400003,0.2538022,9.6400003,0.5037934,9.6400003,0.2631766,,9.6400003,0.1699305,9.6400003,0.1838994,9.6400003,0.1642381,,9.6400003,0.4606932,9.6400003,0.1984081,9.6400003,0.2262753
9.6500006,0.2603614,9.6500006,0.5021179,9.6500006,0.2559883,,9.6500006,0.1684336,9.6500006,0.1803239,9.6500006,0.1809189,,9.6500006,0.4601481,9.6500006,0.2028704,9.6500006,0.2195037
