48601-RMSD-potein-potein-xvgx,48601-RMSD-potein-potein-xvgy1,4860-rmsd-potein-potein.xvg,4860-rmsd-potein-potein-xvgy2,5018-rmsd-potein-potein.xvg,5018-rmsd-potein-xvgy3,,5018-RMSD-lig-ligx,5018-RMSD-lig-ligy1,48601-RMSD-lig-lig.xvg,48601-RMSD-lig-ligy2,4860-rmsd-lig-lig.xvg,4860-rmsd-lig-ligy3,,4860-rmsd-backbond-backbond.xvg,4860-rmsd-backbond-backbond.xvg,48601-rmsd-backbond.xvg,48601-rmsd-backbond.xvg,5018-RMSD-backbond-backbond.xvg,5018-RMSD-backbond-backbond.xvg
9.6600008,0.2667227,9.6600008,0.5011663,9.6600008,0.2755289,,9.6600008,0.1573418,9.6600008,0.1778802,9.6600008,0.1814269,,9.6600008,0.4575963,9.6600008,0.2103496,9.6600008,0.2394136
9.6700001,0.2435423,9.6700001,0.5060968,9.6700001,0.2734981,,9.6700001,0.1643237,9.6700001,0.2508977,9.6700001,0.1719846,,9.6700001,0.4629386,9.6700001,0.1837768,9.6700001,0.2382319
9.6800003,0.2459641,9.6800003,0.5084367,9.6800003,0.2687221,,9.6800003,0.1637382,9.6800003,0.1970745,9.6800003,0.1820356,,9.6800003,0.4651142,9.6800003,0.189398,9.6800003,0.2316673
9.6900005,0.2403593,9.6900005,0.5059831,9.6900005,0.2596357,,9.6900005,0.1605858,9.6900005,0.201235,9.6900005,0.1578593,,9.6900005,0.4635379,9.6900005,0.1845449,9.6900005,0.2243325
9.7000008,0.2351227,9.7000008,0.5057479,9.7000008,0.2576906,,9.7000008,0.1679951,9.7000008,0.1793252,9.7000008,0.1670901,,9.7000008,0.4629511,9.7000008,0.1775315,9.7000008,0.2237771
9.71,0.2600718,9.71,0.5104119,9.71,0.2677862,,9.71,0.1703926,9.71,0.1856506,9.71,0.1585787,,9.71,0.4677507,9.71,0.2098675,9.71,0.2334207
9.7200003,0.2795115,9.7200003,0.5030097,9.7200003,0.2723863,,9.7200003,0.158131,9.7200003,0.1347802,9.7200003,0.1586516,,9.7200003,0.459855,9.7200003,0.2305292,9.7200003,0.240688
9.7300005,0.2953292,9.7300005,0.5008079,9.7300005,0.2723115,,9.7300005,0.1464985,9.7300005,0.1540192,9.7300005,0.1611773,,9.7300005,0.4573099,9.7300005,0.2483812,9.7300005,0.2383026
9.7400007,0.2804699,9.7400007,0.4860641,9.7400007,0.2733836,,9.7400007,0.156372,9.7400007,0.1777116,9.7400007,0.1504196,,9.7400007,0.4431442,9.7400007,0.2327491,9.7400007,0.240845
9.75,0.2954606,9.75,0.4889983,9.75,0.2662117,,9.75,0.1514866,9.75,0.1747262,9.75,0.1370614,,9.75,0.4450056,9.75,0.2455471,9.75,0.2318714
9.7600002,0.2822672,9.7600002,0.4903639,9.7600002,0.2662347,,9.7600002,0.1357713,9.7600002,0.1562974,9.7600002,0.1487315,,9.7600002,0.4473234,9.7600002,0.2331093,9.7600002,0.2299702
9.7700005,0.2881675,9.7700005,0.4969118,9.7700005,0.2676349,,9.7700005,0.1536265,9.7700005,0.1832629,9.7700005,0.1299416,,9.7700005,0.4542575,9.7700005,0.2361092,9.7700005,0.229848
9.7800007,0.2638014,9.7800007,0.5036392,9.7800007,0.2714497,,9.7800007,0.1603364,9.7800007,0.1752763,9.7800007,0.1584676,,9.7800007,0.4613548,9.7800007,0.207406,9.7800007,0.2360372
9.7900009,0.2848613,9.7900009,0.5102923,9.7900009,0.2707054,,9.7900009,0.1559813,9.7900009,0.1560571,9.7900009,0.1585029,,9.7900009,0.4683194,9.7900009,0.2355191,9.7900009,0.2350475
9.8000002,0.3225074,9.8000002,0.5258454,9.8000002,0.2661923,,9.8000002,0.1583783,9.8000002,0.1570774,9.8000002,0.1346046,,9.8000002,0.4847843,9.8000002,0.2820357,9.8000002,0.2317679
9.8100004,0.2914571,9.8100004,0.5259808,9.8100004,0.2630026,,9.8100004,0.1657933,9.8100004,0.2366907,9.8100004,0.1500392,,9.8100004,0.4861872,9.8100004,0.2409844,9.8100004,0.2281711
9.8200006,0.2822528,9.8200006,0.5319456,9.8200006,0.2673835,,9.8200006,0.1398915,9.8200006,0.1719833,9.8200006,0.1244504,,9.8200006,0.4912781,9.8200006,0.2315561,9.8200006,0.2312492
9.8300009,0.2945226,9.8300009,0.5329614,9.8300009,0.2730004,,9.8300009,0.1646179,9.8300009,0.1659171,9.8300009,0.1349161,,9.8300009,0.4926586,9.8300009,0.2467951,9.8300009,0.240881
9.8400002,0.284627,9.8400002,0.5288961,9.8400002,0.2664929,,9.8400002,0.1516679,9.8400002,0.1880015,9.8400002,0.1550846,,9.8400002,0.4879877,9.8400002,0.2342478,9.8400002,0.2341383
9.8500004,0.2813331,9.8500004,0.5335864,9.8500004,0.2605787,,9.8500004,0.1604394,9.8500004,0.1850756,9.8500004,0.1735083,,9.8500004,0.4938188,9.8500004,0.2270043,9.8500004,0.225107
9.8600006,0.2842589,9.8600006,0.5211794,9.8600006,0.2635267,,9.8600006,0.1552951,9.8600006,0.2312988,9.8600006,0.1790869,,9.8600006,0.4796109,9.8600006,0.2320669,9.8600006,0.2270968
9.8700008,0.2704301,9.8700008,0.5248658,9.8700008,0.2738248,,9.8700008,0.1635202,9.8700008,0.2307176,9.8700008,0.1647455,,9.8700008,0.4838143,9.8700008,0.2151024,9.8700008,0.2392024
9.8800001,0.2671106,9.8800001,0.5207528,9.8800001,0.2696476,,9.8800001,0.1514679,9.8800001,0.2258144,9.8800001,0.1636285,,9.8800001,0.4796737,9.8800001,0.2133203,9.8800001,0.235937
9.8900003,0.2591302,9.8900003,0.5173373,9.8900003,0.2708062,,9.8900003,0.1542101,9.8900003,0.2301064,9.8900003,0.172475,,9.8900003,0.4760918,9.8900003,0.2034545,9.8900003,0.2357757
9.9000006,0.2620629,9.9000006,0.5116793,9.9000006,0.2816654,,9.9000006,0.1549265,9.9000006,0.2147,9.9000006,0.1603336,,9.9000006,0.4700926,9.9000006,0.2078105,9.9000006,0.2494138
9.9100008,0.2642013,9.9100008,0.5180717,9.9100008,0.2747518,,9.9100008,0.152957,9.9100008,0.1770047,9.9100008,0.1574949,,9.9100008,0.4757199,9.9100008,0.2121912,9.9100008,0.2447421
9.9200001,0.2657278,9.9200001,0.5273644,9.9200001,0.2626837,,9.9200001,0.149772,9.9200001,0.2096005,9.9200001,0.1674258,,9.9200001,0.4844328,9.9200001,0.2140348,9.9200001,0.2296097
9.9300003,0.2445819,9.9300003,0.5279543,9.9300003,0.2601584,,9.9300003,0.1572032,9.9300003,0.1827119,9.9300003,0.1760108,,9.9300003,0.4858481,9.9300003,0.1855197,9.9300003,0.2250237
9.9400005,0.2573735,9.9400005,0.5338477,9.9400005,0.2533704,,9.9400005,0.1535247,9.9400005,0.1744678,9.9400005,0.1656446,,9.9400005,0.492644,9.9400005,0.2020201,9.9400005,0.216364
9.9500008,0.2611444,9.9500008,0.5351705,9.9500008,0.2588562,,9.9500008,0.149654,9.9500008,0.1994933,9.9500008,0.1739103,,9.9500008,0.4937202,9.9500008,0.2110155,9.9500008,0.2225557
9.96,0.2797099,9.96,0.5385563,9.96,0.2611658,,9.96,0.1609599,9.96,0.2525173,9.96,0.1715998,,9.96,0.4979259,9.96,0.230283,9.96,0.2227992
9.9700003,0.2794185,9.9700003,0.5332696,9.9700003,0.2550316,,9.9700003,0.1501613,9.9700003,0.2921956,9.9700003,0.1678378,,9.9700003,0.4913713,9.9700003,0.2289638,9.9700003,0.2170156
9.9800005,0.2681291,9.9800005,0.5304178,9.9800005,0.2523018,,9.9800005,0.1567919,9.9800005,0.2501607,9.9800005,0.1649646,,9.9800005,0.4900679,9.9800005,0.2143568,9.9800005,0.2156548
9.9900007,0.2810935,9.9900007,0.5257131,9.9900007,0.2507202,,9.9900007,0.153768,9.9900007,0.2376557,9.9900007,0.2039628,,9.9900007,0.484262,9.9900007,0.2294918,9.9900007,0.213236
10,0.2638301,10,0.525161,10,0.2458216,,10,0.1548303,10,0.2630248,10,0.1737475,,10,0.4835007,10,0.2100394,10,0.2070051
10.0100002,0.2737549,10.0100002,0.5270998,10.0100002,0.2433338,,10.0100002,0.1569123,10.0100002,0.3508769,10.0100002,0.1466619,,10.0100002,0.4847865,10.0100002,0.2226976,10.0100002,0.2060141
10.0200005,0.270353,10.0200005,0.5258533,10.0200005,0.2478741,,10.0200005,0.1467021,10.0200005,0.2958491,10.0200005,0.1622696,,10.0200005,0.4830406,10.0200005,0.2156567,10.0200005,0.2090855
10.0300007,0.2714041,10.0300007,0.51926,10.0300007,0.2517076,,10.0300007,0.1490203,10.0300007,0.3567522,10.0300007,0.1302034,,10.0300007,0.4770056,10.0300007,0.2188696,10.0300007,0.217399
10.0400009,0.2586396,10.0400009,0.5167509,10.0400009,0.2405244,,10.0400009,0.1574719,10.0400009,0.3699337,10.0400009,0.1648093,,10.0400009,0.4741001,10.0400009,0.2019242,10.0400009,0.2026259
10.0500002,0.2430314,10.0500002,0.5071356,10.0500002,0.2410327,,10.0500002,0.1566548,10.0500002,0.3469828,10.0500002,0.174752,,10.0500002,0.4638068,10.0500002,0.1790602,10.0500002,0.2035872
10.0600004,0.2634318,10.0600004,0.5134921,10.0600004,0.251157,,10.0600004,0.1600766,10.0600004,0.3132835,10.0600004,0.1431881,,10.0600004,0.4695704,10.0600004,0.2055678,10.0600004,0.2146459
10.0700006,0.2569845,10.0700006,0.5083337,10.0700006,0.2440539,,10.0700006,0.1608053,10.0700006,0.3677046,10.0700006,0.1489435,,10.0700006,0.4639526,10.0700006,0.1954164,10.0700006,0.2076397
10.0800009,0.2526242,10.0800009,0.5158709,10.0800009,0.2570297,,10.0800009,0.164523,10.0800009,0.401113,10.0800009,0.1613931,,10.0800009,0.4727637,10.0800009,0.1929973,10.0800009,0.2202162
10.0900002,0.2447838,10.0900002,0.5301036,10.0900002,0.2653122,,10.0900002,0.160144,10.0900002,0.3545749,10.0900002,0.1720051,,10.0900002,0.4879918,10.0900002,0.1835795,10.0900002,0.2305735
10.1000004,0.2591507,10.1000004,0.5304385,10.1000004,0.2591439,,10.1000004,0.167048,10.1000004,0.3377798,10.1000004,0.1949232,,10.1000004,0.4879901,10.1000004,0.2022958,10.1000004,0.2218686
10.1100006,0.2506254,10.1100006,0.5294776,10.1100006,0.2610055,,10.1100006,0.1645213,10.1100006,0.3614362,10.1100006,0.1951472,,10.1100006,0.4874646,10.1100006,0.1872946,10.1100006,0.2219251
10.1200008,0.2573634,10.1200008,0.5193846,10.1200008,0.2693687,,10.1200008,0.1597198,10.1200008,0.3083845,10.1200008,0.1778579,,10.1200008,0.4753299,10.1200008,0.1986781,10.1200008,0.2360653
10.1300001,0.2688893,10.1300001,0.5217511,10.1300001,0.2679219,,10.1300001,0.1496201,10.1300001,0.3736805,10.1300001,0.1758899,,10.1300001,0.4775628,10.1300001,0.2123411,10.1300001,0.2333531
10.1400003,0.2608918,10.1400003,0.5138606,10.1400003,0.2605589,,10.1400003,0.1724911,10.1400003,0.3843578,10.1400003,0.1606015,,10.1400003,0.4698671,10.1400003,0.2080319,10.1400003,0.222784
10.1500006,0.250621,10.1500006,0.5119619,10.1500006,0.2688743,,10.1500006,0.1625352,10.1500006,0.3866966,10.1500006,0.1637771,,10.1500006,0.4680681,10.1500006,0.1951895,10.1500006,0.2325474
10.1600008,0.2474139,10.1600008,0.5065081,10.1600008,0.2720033,,10.1600008,0.170597,10.1600008,0.384083,10.1600008,0.1788471,,10.1600008,0.4628358,10.1600008,0.1834575,10.1600008,0.2367582
10.1700001,0.2485596,10.1700001,0.5040739,10.1700001,0.2554149,,10.1700001,0.1619516,10.1700001,0.3543755,10.1700001,0.179789,,10.1700001,0.4595385,10.1700001,0.1854908,10.1700001,0.2153233
10.1800003,0.2426917,10.1800003,0.5033131,10.1800003,0.2584836,,10.1800003,0.1482752,10.1800003,0.3856877,10.1800003,0.1744847,,10.1800003,0.4591093,10.1800003,0.181291,10.1800003,0.2184512
10.1900005,0.2519709,10.1900005,0.4999366,10.1900005,0.2704654,,10.1900005,0.164285,10.1900005,0.394773,10.1900005,0.1702019,,10.1900005,0.4546673,10.1900005,0.1913349,10.1900005,0.2335376
10.2000008,0.2779089,10.2000008,0.4933284,10.2000008,0.2689731,,10.2000008,0.1660168,10.2000008,0.3830366,10.2000008,0.1764127,,10.2000008,0.4480833,10.2000008,0.2275582,10.2000008,0.2309129
10.21,0.2715278,10.21,0.4989081,10.21,0.2683653,,10.21,0.1651799,10.21,0.3840344,10.21,0.1960113,,10.21,0.4540846,10.21,0.2194668,10.21,0.2325328
10.2200003,0.265402,10.2200003,0.5034931,10.2200003,0.2671679,,10.2200003,0.1541983,10.2200003,0.3673984,10.2200003,0.1939994,,10.2200003,0.4595182,10.2200003,0.210567,10.2200003,0.2312889
10.2300005,0.2581446,10.2300005,0.4996142,10.2300005,0.2822876,,10.2300005,0.1446648,10.2300005,0.3491903,10.2300005,0.1854339,,10.2300005,0.4555715,10.2300005,0.2038358,10.2300005,0.2472643
10.2400007,0.2645344,10.2400007,0.4935981,10.2400007,0.2748433,,10.2400007,0.1638754,10.2400007,0.36825,10.2400007,0.1891204,,10.2400007,0.4488699,10.2400007,0.2159383,10.2400007,0.2398141
10.250001,0.2487883,10.250001,0.4941692,10.250001,0.2720581,,10.250001,0.1515323,10.250001,0.3459713,10.250001,0.1715401,,10.250001,0.4503678,10.250001,0.1940708,10.250001,0.2361218
10.2600002,0.2565364,10.2600002,0.4942085,10.2600002,0.2808767,,10.2600002,0.1470911,10.2600002,0.3792035,10.2600002,0.1942358,,10.2600002,0.4497612,10.2600002,0.2063875,10.2600002,0.2475965
10.2700005,0.2702467,10.2700005,0.5047711,10.2700005,0.2839213,,10.2700005,0.1475734,10.2700005,0.3376164,10.2700005,0.1911699,,10.2700005,0.460901,10.2700005,0.2229492,10.2700005,0.2501469
10.2800007,0.2751346,10.2800007,0.5014631,10.2800007,0.2969982,,10.2800007,0.1632466,10.2800007,0.3985054,10.2800007,0.1810019,,10.2800007,0.4571488,10.2800007,0.226425,10.2800007,0.2655675
10.2900009,0.2623899,10.2900009,0.5060022,10.2900009,0.2866923,,10.2900009,0.1569292,10.2900009,0.371813,10.2900009,0.1576247,,10.2900009,0.4617765,10.2900009,0.2110705,10.2900009,0.2509423
10.3000002,0.2582305,10.3000002,0.5025891,10.3000002,0.2849677,,10.3000002,0.1689787,10.3000002,0.3682447,10.3000002,0.1780417,,10.3000002,0.4587053,10.3000002,0.2073157,10.3000002,0.2488416
10.3100004,0.2642128,10.3100004,0.4967208,10.3100004,0.2753331,,10.3100004,0.1485354,10.3100004,0.3714969,10.3100004,0.2015113,,10.3100004,0.4524305,10.3100004,0.2118199,10.3100004,0.2389725
10.3200006,0.2630505,10.3200006,0.4947838,10.3200006,0.2697769,,10.3200006,0.1592936,10.3200006,0.4111449,10.3200006,0.1794111,,10.3200006,0.4496094,10.3200006,0.2131351,10.3200006,0.2327094
10.3300009,0.2678468,10.3300009,0.4972781,10.3300009,0.2690756,,10.3300009,0.1354326,10.3300009,0.4245897,10.3300009,0.1709064,,10.3300009,0.453297,10.3300009,0.2132813,10.3300009,0.2316891
10.3400002,0.2583844,10.3400002,0.49289,10.3400002,0.2741299,,10.3400002,0.1569509,10.3400002,0.3949818,10.3400002,0.1991797,,10.3400002,0.4487235,10.3400002,0.2040722,10.3400002,0.2352559
10.3500004,0.2337043,10.3500004,0.4970994,10.3500004,0.2696652,,10.3500004,0.1587043,10.3500004,0.3532651,10.3500004,0.1851261,,10.3500004,0.4529069,10.3500004,0.173945,10.3500004,0.2311364
10.3600006,0.2619102,10.3600006,0.507153,10.3600006,0.2687107,,10.3600006,0.1486568,10.3600006,0.3408987,10.3600006,0.1741587,,10.3600006,0.4647672,10.3600006,0.2067628,10.3600006,0.2302119
10.3700008,0.2445738,10.3700008,0.4942892,10.3700008,0.2627854,,10.3700008,0.1626755,10.3700008,0.3548955,10.3700008,0.19316,,10.3700008,0.4515341,10.3700008,0.1888473,10.3700008,0.2250535
10.3800001,0.253279,10.3800001,0.4910528,10.3800001,0.2708798,,10.3800001,0.166718,10.3800001,0.3699341,10.3800001,0.1738768,,10.3800001,0.4473579,10.3800001,0.2022275,10.3800001,0.2347129
10.3900003,0.2715893,10.3900003,0.5016597,10.3900003,0.2705026,,10.3900003,0.1620746,10.3900003,0.3547775,10.3900003,0.183703,,10.3900003,0.4590791,10.3900003,0.2230319,10.3900003,0.2364312
10.4000006,0.2469635,10.4000006,0.49986,10.4000006,0.2689772,,10.4000006,0.1661632,10.4000006,0.344327,10.4000006,0.209272,,10.4000006,0.4564214,10.4000006,0.1933036,10.4000006,0.2318477
10.4100008,0.2661754,10.4100008,0.4950479,10.4100008,0.2601497,,10.4100008,0.1656957,10.4100008,0.3602447,10.4100008,0.198053,,10.4100008,0.4514155,10.4100008,0.2130453,10.4100008,0.2226847
10.4200001,0.2579871,10.4200001,0.5078611,10.4200001,0.2628219,,10.4200001,0.1535571,10.4200001,0.356083,10.4200001,0.1913935,,10.4200001,0.464725,10.4200001,0.2092475,10.4200001,0.2272422
10.4300003,0.2668647,10.4300003,0.5076604,10.4300003,0.2645493,,10.4300003,0.1676693,10.4300003,0.3570702,10.4300003,0.1941161,,10.4300003,0.4644842,10.4300003,0.2142518,10.4300003,0.2284433
10.4400005,0.2570591,10.4400005,0.5044251,10.4400005,0.275747,,10.4400005,0.1633348,10.4400005,0.3437144,10.4400005,0.1787987,,10.4400005,0.4610574,10.4400005,0.2034528,10.4400005,0.2425944
10.4500008,0.2736601,10.4500008,0.5086141,10.4500008,0.2707092,,10.4500008,0.1586254,10.4500008,0.3490628,10.4500008,0.1617471,,10.4500008,0.4649102,10.4500008,0.2256415,10.4500008,0.2346042
10.46,0.2851116,10.46,0.505398,10.46,0.2542066,,10.46,0.1597913,10.46,0.3719136,10.46,0.1780056,,10.46,0.4617769,10.46,0.2366512,10.46,0.2128662
10.4700003,0.2922215,10.4700003,0.5042698,10.4700003,0.259012,,10.4700003,0.1776614,10.4700003,0.3590394,10.4700003,0.1964512,,10.4700003,0.4610992,10.4700003,0.2428826,10.4700003,0.2193051
10.4800005,0.3013099,10.4800005,0.501143,10.4800005,0.2656921,,10.4800005,0.1519493,10.4800005,0.3389188,10.4800005,0.1722468,,10.4800005,0.4577446,10.4800005,0.2536056,10.4800005,0.2278766
10.4900007,0.2972318,10.4900007,0.5022807,10.4900007,0.283063,,10.4900007,0.1563645,10.4900007,0.3380903,10.4900007,0.1741251,,10.4900007,0.4590094,10.4900007,0.2462629,10.4900007,0.2441351
10.500001,0.2822693,10.500001,0.507637,10.500001,0.2687239,,10.500001,0.1556787,10.500001,0.3623659,10.500001,0.2083223,,10.500001,0.4651479,10.500001,0.231869,10.500001,0.2280439
10.5100002,0.2883891,10.5100002,0.5132011,10.5100002,0.2876255,,10.5100002,0.1403778,10.5100002,0.3755053,10.5100002,0.1926736,,10.5100002,0.4711075,10.5100002,0.2385338,10.5100002,0.2491773
10.5200005,0.2710142,10.5200005,0.511198,10.5200005,0.2781043,,10.5200005,0.1505077,10.5200005,0.3312648,10.5200005,0.1965647,,10.5200005,0.4693919,10.5200005,0.2201376,10.5200005,0.239205
10.5300007,0.2577631,10.5300007,0.500129,10.5300007,0.265148,,10.5300007,0.1562494,10.5300007,0.3154905,10.5300007,0.1940253,,10.5300007,0.4573347,10.5300007,0.1985144,10.5300007,0.2260252
10.5400009,0.2789987,10.5400009,0.4877315,10.5400009,0.2784357,,10.5400009,0.1533776,10.5400009,0.3490366,10.5400009,0.1945227,,10.5400009,0.4431463,10.5400009,0.2219015,10.5400009,0.2397092
10.5500002,0.2694875,10.5500002,0.5013236,10.5500002,0.293824,,10.5500002,0.1461868,10.5500002,0.3823525,10.5500002,0.1933075,,10.5500002,0.4579225,10.5500002,0.209632,10.5500002,0.2557609
10.5600004,0.2537384,10.5600004,0.5059384,10.5600004,0.2873532,,10.5600004,0.1551629,10.5600004,0.3514444,10.5600004,0.1937543,,10.5600004,0.4622952,10.5600004,0.1907027,10.5600004,0.2507538
10.5700006,0.2461821,10.5700006,0.4955251,10.5700006,0.2862917,,10.5700006,0.1599216,10.5700006,0.3880746,10.5700006,0.19125,,10.5700006,0.4516134,10.5700006,0.1843111,10.5700006,0.2503657
10.5800009,0.2550305,10.5800009,0.4993318,10.5800009,0.2785442,,10.5800009,0.1584334,10.5800009,0.3483571,10.5800009,0.1942907,,10.5800009,0.4563091,10.5800009,0.1974407,10.5800009,0.2413965
10.5900002,0.2601165,10.5900002,0.4893965,10.5900002,0.2859121,,10.5900002,0.1684444,10.5900002,0.34847,10.5900002,0.1886183,,10.5900002,0.4453676,10.5900002,0.1982363,10.5900002,0.249786
10.6000004,0.2856763,10.6000004,0.4949048,10.6000004,0.2721584,,10.6000004,0.1453445,10.6000004,0.3231138,10.6000004,0.204013,,10.6000004,0.4508959,10.6000004,0.2268008,10.6000004,0.2334594
10.6100006,0.2812847,10.6100006,0.5054595,10.6100006,0.2624067,,10.6100006,0.1631285,10.6100006,0.3656358,10.6100006,0.19696,,10.6100006,0.4618694,10.6100006,0.2319462,10.6100006,0.2236478
10.6200008,0.2923554,10.6200008,0.5042452,10.6200008,0.2737765,,10.6200008,0.1407228,10.6200008,0.3739122,10.6200008,0.2042163,,10.6200008,0.46045,10.6200008,0.2399972,10.6200008,0.2367759
10.6300001,0.291063,10.6300001,0.5058648,10.6300001,0.2713525,,10.6300001,0.1510862,10.6300001,0.3873914,10.6300001,0.1991878,,10.6300001,0.4620869,10.6300001,0.2408766,10.6300001,0.2329953
10.6400003,0.2726483,10.6400003,0.5019062,10.6400003,0.2793819,,10.6400003,0.1455064,10.6400003,0.3907682,10.6400003,0.1981269,,10.6400003,0.457808,10.6400003,0.2252222,10.6400003,0.2413575
10.6500006,0.2751286,10.6500006,0.5013717,10.6500006,0.2634325,,10.6500006,0.1443885,10.6500006,0.4282837,10.6500006,0.1906983,,10.6500006,0.4578006,10.6500006,0.2252389,10.6500006,0.224535
10.6600008,0.2829528,10.6600008,0.4939266,10.6600008,0.2631664,,10.6600008,0.1466873,10.6600008,0.3766833,10.6600008,0.1926754,,10.6600008,0.4495701,10.6600008,0.2375417,10.6600008,0.2256066
10.6700001,0.2745003,10.6700001,0.4856429,10.6700001,0.2620267,,10.6700001,0.1612817,10.6700001,0.3561445,10.6700001,0.1975187,,10.6700001,0.4409568,10.6700001,0.2254046,10.6700001,0.2240969
10.6800003,0.2764506,10.6800003,0.4968153,10.6800003,0.2577344,,10.6800003,0.1546995,10.6800003,0.3572721,10.6800003,0.2033505,,10.6800003,0.4538966,10.6800003,0.2261031,10.6800003,0.2200398
10.6900005,0.2761934,10.6900005,0.5026962,10.6900005,0.2616176,,10.6900005,0.1391758,10.6900005,0.3164161,10.6900005,0.2134644,,10.6900005,0.4607163,10.6900005,0.2268122,10.6900005,0.2209778
10.7000008,0.2696311,10.7000008,0.4957042,10.7000008,0.2763067,,10.7000008,0.1643687,10.7000008,0.3766997,10.7000008,0.1947286,,10.7000008,0.4521466,10.7000008,0.2176986,10.7000008,0.2390881
10.71,0.2864293,10.71,0.4966907,10.71,0.2945911,,10.71,0.155853,10.71,0.4024074,10.71,0.2123164,,10.71,0.4531989,10.71,0.2346762,10.71,0.2589859
10.7200003,0.2897272,10.7200003,0.4864252,10.7200003,0.2931333,,10.7200003,0.1503493,10.7200003,0.3667829,10.7200003,0.201031,,10.7200003,0.4423056,10.7200003,0.2400966,10.7200003,0.2602496
10.7300005,0.283764,10.7300005,0.4893179,10.7300005,0.2885177,,10.7300005,0.1547156,10.7300005,0.3545243,10.7300005,0.2166578,,10.7300005,0.4451733,10.7300005,0.2305631,10.7300005,0.2536493
10.7400007,0.2729237,10.7400007,0.4907109,10.7400007,0.2878191,,10.7400007,0.1575409,10.7400007,0.4238447,10.7400007,0.2070795,,10.7400007,0.4459717,10.7400007,0.2230053,10.7400007,0.2524225
10.750001,0.263043,10.750001,0.4856103,10.750001,0.2986016,,10.750001,0.1525158,10.750001,0.3964818,10.750001,0.2101041,,10.750001,0.4424214,10.750001,0.2122908,10.750001,0.2615547
10.7600002,0.2896239,10.7600002,0.4929106,10.7600002,0.2972982,,10.7600002,0.1587984,10.7600002,0.3843177,10.7600002,0.2085957,,10.7600002,0.4494462,10.7600002,0.2446624,10.7600002,0.2615645
10.7700005,0.2814972,10.7700005,0.493634,10.7700005,0.2950909,,10.7700005,0.1605774,10.7700005,0.4014164,10.7700005,0.2074071,,10.7700005,0.4488195,10.7700005,0.2303386,10.7700005,0.2568561
10.7800007,0.2585686,10.7800007,0.4923011,10.7800007,0.3094016,,10.7800007,0.1596824,10.7800007,0.3870047,10.7800007,0.2123199,,10.7800007,0.446714,10.7800007,0.2068532,10.7800007,0.2759302
10.7900009,0.2702951,10.7900009,0.4856244,10.7900009,0.3042119,,10.7900009,0.1666883,10.7900009,0.4063823,10.7900009,0.2006408,,10.7900009,0.4403969,10.7900009,0.2155933,10.7900009,0.2681829
10.8000002,0.2530356,10.8000002,0.4865724,10.8000002,0.2942635,,10.8000002,0.1643569,10.8000002,0.3184885,10.8000002,0.1962316,,10.8000002,0.4414396,10.8000002,0.1969167,10.8000002,0.256633
10.8100004,0.2564434,10.8100004,0.4863302,10.8100004,0.2986114,,10.8100004,0.1581734,10.8100004,0.3395108,10.8100004,0.1956548,,10.8100004,0.4401171,10.8100004,0.2010701,10.8100004,0.2624282
10.8200006,0.2608352,10.8200006,0.4917725,10.8200006,0.2959197,,10.8200006,0.1425789,10.8200006,0.3528378,10.8200006,0.1888799,,10.8200006,0.4462926,10.8200006,0.2130863,10.8200006,0.260345
10.8300009,0.2550891,10.8300009,0.4807136,10.8300009,0.3090845,,10.8300009,0.1575448,10.8300009,0.3799768,10.8300009,0.1956322,,10.8300009,0.4346149,10.8300009,0.2044494,10.8300009,0.2742401
10.8400002,0.2566259,10.8400002,0.4846383,10.8400002,0.3085417,,10.8400002,0.1698898,10.8400002,0.3528044,10.8400002,0.1822181,,10.8400002,0.4391661,10.8400002,0.2042951,10.8400002,0.2716311
10.8500004,0.2668203,10.8500004,0.4940789,10.8500004,0.3132949,,10.8500004,0.1550374,10.8500004,0.3346628,10.8500004,0.1909904,,10.8500004,0.4499622,10.8500004,0.2138596,10.8500004,0.2776752
10.8600006,0.2523549,10.8600006,0.48904,10.8600006,0.3225537,,10.8600006,0.1682529,10.8600006,0.3660621,10.8600006,0.1657984,,10.8600006,0.4437488,10.8600006,0.1937282,10.8600006,0.28921
10.8700008,0.2677874,10.8700008,0.4915345,10.8700008,0.3148033,,10.8700008,0.1651249,10.8700008,0.4137831,10.8700008,0.1713784,,10.8700008,0.4462196,10.8700008,0.2171949,10.8700008,0.2792851
