RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
41.6500015,0.3400551,41.6500015,0.3046582,41.6500015,0.324006
41.6600037,0.3279221,41.6600037,0.3164986,41.6600037,0.3292468
41.670002,0.3378951,41.670002,0.3371288,41.670002,0.3091385
41.6800003,0.3391681,41.6800003,0.3230687,41.6800003,0.3157181
41.6900024,0.3239355,41.6900024,0.3302265,41.6900024,0.2997285
41.7000008,0.3321263,41.7000008,0.3518226,41.7000008,0.3109842
41.7100029,0.3399411,41.7100029,0.3471959,41.7100029,0.2981623
41.7200012,0.3385995,41.7200012,0.3482862,41.7200012,0.300751
41.7300034,0.3340226,41.7300034,0.3568873,41.7300034,0.3018989
41.7400017,0.3250685,41.7400017,0.370968,41.7400017,0.3255765
41.7500038,0.3283828,41.7500038,0.3684904,41.7500038,0.3037702
41.7600021,0.3333065,41.7600021,0.3735164,41.7600021,0.3138155
41.7700005,0.3174848,41.7700005,0.3487016,41.7700005,0.3061541
41.7800026,0.3219725,41.7800026,0.3570301,41.7800026,0.3107144
41.7900009,0.3266926,41.7900009,0.3579924,41.7900009,0.3186235
41.8000031,0.3187712,41.8000031,0.3582435,41.8000031,0.3174755
41.8100014,0.316009,41.8100014,0.3596456,41.8100014,0.3119107
41.8200035,0.3304211,41.8200035,0.3502356,41.8200035,0.3305932
41.8300018,0.32712,41.8300018,0.351359,41.8300018,0.3341111
41.8400002,0.3337663,41.8400002,0.3721529,41.8400002,0.3038698
41.8500023,0.3454584,41.8500023,0.3664781,41.8500023,0.3161146
41.8600006,0.3344603,41.8600006,0.3695,41.8600006,0.304331
41.8700027,0.3349715,41.8700027,0.3617648,41.8700027,0.2853351
41.8800011,0.3411253,41.8800011,0.3674069,41.8800011,0.2936604
41.8900032,0.3340057,41.8900032,0.3544404,41.8900032,0.2937596
41.9000015,0.3443981,41.9000015,0.3565655,41.9000015,0.2877029
41.9100037,0.3173629,41.9100037,0.3627777,41.9100037,0.2821562
41.920002,0.3240565,41.920002,0.349756,41.920002,0.2861958
41.9300003,0.3292328,41.9300003,0.3287709,41.9300003,0.2863557
41.9400024,0.3343385,41.9400024,0.3226717,41.9400024,0.2821904
41.9500008,0.3580638,41.9500008,0.3205489,41.9500008,0.2805151
41.9600029,0.3428485,41.9600029,0.3232652,41.9600029,0.2799275
41.9700012,0.350114,41.9700012,0.3372163,41.9700012,0.2669559
41.9800034,0.3654682,41.9800034,0.3424658,41.9800034,0.2962254
41.9900017,0.3585908,41.9900017,0.3300208,41.9900017,0.2673939
42.0000038,0.3631385,42.0000038,0.3293062,42.0000038,0.2804714
42.0100021,0.3788672,42.0100021,0.3161744,42.0100021,0.2745881
42.0200005,0.3636156,42.0200005,0.3251015,42.0200005,0.2917989
42.0300026,0.3561819,42.0300026,0.3202399,42.0300026,0.2994087
42.0400009,0.3559742,42.0400009,0.3194028,42.0400009,0.2731901
42.0500031,0.3418714,42.0500031,0.3192232,42.0500031,0.2830541
42.0600014,0.351949,42.0600014,0.3192878,42.0600014,0.2780289
42.0700035,0.3537967,42.0700035,0.302,42.0700035,0.2880505
42.0800018,0.3497662,42.0800018,0.3037857,42.0800018,0.2807142
42.0900002,0.3615888,42.0900002,0.3156817,42.0900002,0.2796809
42.1000023,0.3743967,42.1000023,0.3220143,42.1000023,0.2909342
42.1100006,0.3594686,42.1100006,0.3280212,42.1100006,0.281609
42.1200027,0.3487453,42.1200027,0.3121517,42.1200027,0.2715218
42.1300011,0.3589978,42.1300011,0.3096524,42.1300011,0.2731358
42.1400032,0.3521436,42.1400032,0.3239868,42.1400032,0.265774
42.1500015,0.3551448,42.1500015,0.3253231,42.1500015,0.2683674
42.1600037,0.3477019,42.1600037,0.3019421,42.1600037,0.2738491
42.170002,0.3477949,42.170002,0.3152509,42.170002,0.2649826
42.1800003,0.3467832,42.1800003,0.3159481,42.1800003,0.2652488
42.1900024,0.362575,42.1900024,0.3198128,42.1900024,0.2657052
42.2000008,0.351569,42.2000008,0.315913,42.2000008,0.282399
42.2100029,0.350807,42.2100029,0.3222413,42.2100029,0.2807085
42.2200012,0.3673813,42.2200012,0.3278938,42.2200012,0.2764632
42.2300034,0.3470783,42.2300034,0.3468032,42.2300034,0.2837398
42.2400017,0.3424542,42.2400017,0.3419093,42.2400017,0.2810972
42.2500038,0.3548347,42.2500038,0.3385945,42.2500038,0.2764589
42.2600021,0.3460094,42.2600021,0.3537874,42.2600021,0.2824483
42.2700005,0.3409349,42.2700005,0.3336986,42.2700005,0.2725314
42.2800026,0.3446866,42.2800026,0.3373551,42.2800026,0.2731893
42.2900009,0.3509887,42.2900009,0.327344,42.2900009,0.2684652
42.3000031,0.3336948,42.3000031,0.3276238,42.3000031,0.2533423
42.3100014,0.3415175,42.3100014,0.3227335,42.3100014,0.2478938
42.3200035,0.3487136,42.3200035,0.3316521,42.3200035,0.2523679
42.3300018,0.3396254,42.3300018,0.3376279,42.3300018,0.2519694
42.3400002,0.3412108,42.3400002,0.3280862,42.3400002,0.260509
42.3500023,0.3346998,42.3500023,0.3269276,42.3500023,0.2538046
42.3600006,0.3470903,42.3600006,0.3250577,42.3600006,0.2637695
42.3700027,0.3310867,42.3700027,0.3378395,42.3700027,0.2606774
42.3800011,0.3418337,42.3800011,0.3374566,42.3800011,0.2680847
42.3900032,0.3434184,42.3900032,0.320986,42.3900032,0.2578103
42.4000015,0.3496658,42.4000015,0.3110548,42.4000015,0.2634878
42.4100037,0.3587562,42.4100037,0.3292203,42.4100037,0.2620075
42.420002,0.3649528,42.420002,0.3342679,42.420002,0.2622344
42.4300003,0.3438197,42.4300003,0.3282098,42.4300003,0.2665151
42.4400024,0.3506102,42.4400024,0.3278709,42.4400024,0.2617812
42.4500008,0.3527171,42.4500008,0.337066,42.4500008,0.2799246
42.4600029,0.3599339,42.4600029,0.3391774,42.4600029,0.2680251
42.4700012,0.3487134,42.4700012,0.3421082,42.4700012,0.2584215
42.4800034,0.3641002,42.4800034,0.3557302,42.4800034,0.2632161
42.4900017,0.3915693,42.4900017,0.3514107,42.4900017,0.2579129
42.5000038,0.3879412,42.5000038,0.3560463,42.5000038,0.2578049
42.5100021,0.4014244,42.5100021,0.3196704,42.5100021,0.2531917
42.5200005,0.3741262,42.5200005,0.3061198,42.5200005,0.2593471
42.5300026,0.3684115,42.5300026,0.3133599,42.5300026,0.2558869
42.5400009,0.375454,42.5400009,0.3083738,42.5400009,0.2567291
42.5500031,0.3935672,42.5500031,0.3189033,42.5500031,0.2594499
42.5600014,0.4026771,42.5600014,0.3224873,42.5600014,0.2693309
42.5700035,0.3907712,42.5700035,0.3136412,42.5700035,0.2623466
42.5800018,0.4053771,42.5800018,0.3318036,42.5800018,0.2622263
42.5900002,0.4033073,42.5900002,0.3277103,42.5900002,0.2755774
42.6000023,0.3899435,42.6000023,0.319247,42.6000023,0.2598779
42.6100006,0.3676598,42.6100006,0.3162569,42.6100006,0.2482994
42.6200027,0.3653353,42.6200027,0.3203425,42.6200027,0.2473149
42.6300011,0.3749348,42.6300011,0.3290096,42.6300011,0.2500706
42.6400032,0.3910026,42.6400032,0.3501061,42.6400032,0.2560756
42.6500015,0.3928529,42.6500015,0.3588015,42.6500015,0.2546055
42.6600037,0.3902219,42.6600037,0.3490518,42.6600037,0.2563427
42.670002,0.3897381,42.670002,0.3448057,42.670002,0.2525527
42.6800003,0.3836416,42.6800003,0.3402047,42.6800003,0.2592339
42.6900024,0.3884589,42.6900024,0.3418174,42.6900024,0.2575878
42.7000008,0.3666189,42.7000008,0.3331362,42.7000008,0.2633297
42.7100029,0.3739008,42.7100029,0.3472358,42.7100029,0.2638146
42.7200012,0.3738066,42.7200012,0.3560478,42.7200012,0.2602048
42.7300034,0.3762038,42.7300034,0.3582662,42.7300034,0.2561421
42.7400017,0.3950533,42.7400017,0.3386714,42.7400017,0.2578875
42.7500038,0.3837699,42.7500038,0.3497337,42.7500038,0.2665434
42.7600021,0.3805149,42.7600021,0.3388565,42.7600021,0.2709959
42.7700005,0.3720216,42.7700005,0.3370335,42.7700005,0.2578014
42.7800026,0.3655232,42.7800026,0.3220818,42.7800026,0.26532
42.7900009,0.3666213,42.7900009,0.319244,42.7900009,0.2618448
42.8000031,0.3739862,42.8000031,0.3138764,42.8000031,0.2801047
42.8100014,0.3764127,42.8100014,0.3199573,42.8100014,0.2725639
42.8200035,0.3747765,42.8200035,0.3326069,42.8200035,0.2844672
42.8300018,0.365164,42.8300018,0.3248407,42.8300018,0.2796207
42.8400002,0.3680147,42.8400002,0.3117762,42.8400002,0.276455
42.8500023,0.3583308,42.8500023,0.3458252,42.8500023,0.2804214
42.8600006,0.3672259,42.8600006,0.3553123,42.8600006,0.3049411
42.8700027,0.3527031,42.8700027,0.3532251,42.8700027,0.2951969
42.8800011,0.3660867,42.8800011,0.351043,42.8800011,0.3043109
42.8900032,0.3674988,42.8900032,0.3314479,42.8900032,0.297232
42.9000015,0.3606227,42.9000015,0.3118093,42.9000015,0.3138265
42.9100037,0.3551738,42.9100037,0.3194112,42.9100037,0.3252847
42.920002,0.3560864,42.920002,0.2988388,42.920002,0.3236505
42.9300003,0.3482416,42.9300003,0.3068365,42.9300003,0.3260188
42.9400024,0.3399536,42.9400024,0.3078373,42.9400024,0.3346311
42.9500008,0.3292155,42.9500008,0.3081968,42.9500008,0.3353752
42.9600029,0.3316799,42.9600029,0.3134619,42.9600029,0.3540587
42.9700012,0.3276208,42.9700012,0.3220274,42.9700012,0.3531495
42.9800034,0.3218665,42.9800034,0.310812,42.9800034,0.3492694
42.9900017,0.333443,42.9900017,0.3040941,42.9900017,0.3362937
43.0000038,0.3286287,43.0000038,0.2968747,43.0000038,0.318411
43.0100021,0.3280347,43.0100021,0.2840261,43.0100021,0.3104074
43.0200005,0.340674,43.0200005,0.2922224,43.0200005,0.330141
43.0300026,0.3357905,43.0300026,0.2897563,43.0300026,0.3222817
43.0400009,0.3258629,43.0400009,0.287755,43.0400009,0.3224443
43.0500031,0.3161579,43.0500031,0.2787912,43.0500031,0.3170497
43.0600014,0.3219586,43.0600014,0.2815813,43.0600014,0.3050331
43.0700035,0.3183891,43.0700035,0.317755,43.0700035,0.323229
43.0800018,0.3143699,43.0800018,0.3107222,43.0800018,0.3178709
43.0900002,0.3054702,43.0900002,0.3127915,43.0900002,0.3284366
43.1000023,0.3144865,43.1000023,0.296598,43.1000023,0.3461761
43.1100006,0.316967,43.1100006,0.2933277,43.1100006,0.3515281
43.1200027,0.3132122,43.1200027,0.3066089,43.1200027,0.3400177
43.1300011,0.3137806,43.1300011,0.3056666,43.1300011,0.3307434
43.1400032,0.3033507,43.1400032,0.301385,43.1400032,0.3575993
43.1500015,0.3054456,43.1500015,0.3024172,43.1500015,0.337103
43.1600037,0.3137331,43.1600037,0.3040116,43.1600037,0.3548416
43.170002,0.3200225,43.170002,0.3033257,43.170002,0.3333703
43.1800003,0.3174853,43.1800003,0.3151712,43.1800003,0.331812
43.1900024,0.3257833,43.1900024,0.3169354,43.1900024,0.3103509
43.2000008,0.3333556,43.2000008,0.303719,43.2000008,0.3184394
43.2100029,0.3303525,43.2100029,0.3108228,43.2100029,0.310086
43.2200012,0.3390321,43.2200012,0.318744,43.2200012,0.3061177
43.2300034,0.3425463,43.2300034,0.3271811,43.2300034,0.3033353
43.2400017,0.3281985,43.2400017,0.3280977,43.2400017,0.3046397
43.2500038,0.3243788,43.2500038,0.3284446,43.2500038,0.3034929
43.2600021,0.3236266,43.2600021,0.322541,43.2600021,0.3080879
43.2700005,0.3387549,43.2700005,0.3160764,43.2700005,0.294199
43.2800026,0.3395559,43.2800026,0.3085506,43.2800026,0.2987825
43.2900009,0.3462037,43.2900009,0.3094799,43.2900009,0.2829461
43.3000031,0.3354471,43.3000031,0.3102862,43.3000031,0.2906218
43.3100014,0.3239862,43.3100014,0.3030891,43.3100014,0.2825752
43.3200035,0.322978,43.3200035,0.3170886,43.3200035,0.2978545
43.3300018,0.3264304,43.3300018,0.3190866,43.3300018,0.2766165
43.3400002,0.3302137,43.3400002,0.3204405,43.3400002,0.3044461
43.3500023,0.3445868,43.3500023,0.3252744,43.3500023,0.3182839
43.3600006,0.348069,43.3600006,0.3187824,43.3600006,0.3280061
43.3700027,0.3383306,43.3700027,0.3176742,43.3700027,0.3107597
43.3800011,0.3398217,43.3800011,0.3206673,43.3800011,0.2889062
43.3900032,0.3328995,43.3900032,0.3224135,43.3900032,0.2964742
43.4000015,0.3355934,43.4000015,0.3288572,43.4000015,0.3042451
43.4100037,0.3445937,43.4100037,0.3283583,43.4100037,0.308106
43.420002,0.3340192,43.420002,0.3157912,43.420002,0.300482
43.4300003,0.3323021,43.4300003,0.3066005,43.4300003,0.2914668
43.4400024,0.324465,43.4400024,0.3032367,43.4400024,0.2885085
43.4500008,0.3270239,43.4500008,0.3118773,43.4500008,0.2811026
43.4600029,0.3352049,43.4600029,0.3210717,43.4600029,0.2855168
43.4700012,0.3282896,43.4700012,0.3045737,43.4700012,0.2700379
43.4800034,0.3304275,43.4800034,0.3004532,43.4800034,0.271555
43.4900017,0.328376,43.4900017,0.3175622,43.4900017,0.2650428
43.5000038,0.3042202,43.5000038,0.3231827,43.5000038,0.2737542
43.5100021,0.3243106,43.5100021,0.3168891,43.5100021,0.2553551
43.5200005,0.3149838,43.5200005,0.3159062,43.5200005,0.2793195
43.5300026,0.3057566,43.5300026,0.3130713,43.5300026,0.2716085
43.5400009,0.3104267,43.5400009,0.3078217,43.5400009,0.2731096
43.5500031,0.3052485,43.5500031,0.3022626,43.5500031,0.2649687
43.5600014,0.3113822,43.5600014,0.311973,43.5600014,0.2701497
43.5700035,0.3116773,43.5700035,0.314235,43.5700035,0.2718125
43.5800018,0.3106669,43.5800018,0.3114535,43.5800018,0.2675886
43.590004,0.305743,43.590004,0.3283607,43.590004,0.2993791
43.6000023,0.3140148,43.6000023,0.3421443,43.6000023,0.292547
43.6100006,0.3175929,43.6100006,0.3444869,43.6100006,0.3071957
43.6200027,0.3280799,43.6200027,0.3287803,43.6200027,0.3037792
43.6300011,0.3180945,43.6300011,0.33917,43.6300011,0.3086721
43.6400032,0.3088767,43.6400032,0.3439405,43.6400032,0.3211844
43.6500015,0.3101133,43.6500015,0.3375253,43.6500015,0.3177665
43.6600037,0.3299646,43.6600037,0.3328571,43.6600037,0.3022465
43.670002,0.3123938,43.670002,0.3228128,43.670002,0.3257069
43.6800003,0.30698,43.6800003,0.3206186,43.6800003,0.307921
43.6900024,0.3080755,43.6900024,0.312986,43.6900024,0.2988159
43.7000008,0.296739,43.7000008,0.3160558,43.7000008,0.3245552
43.7100029,0.2975635,43.7100029,0.3116438,43.7100029,0.3184568
43.7200012,0.3095128,43.7200012,0.3224517,43.7200012,0.3035071
43.7300034,0.3192502,43.7300034,0.321321,43.7300034,0.3085819
43.7400017,0.3132007,43.7400017,0.3097194,43.7400017,0.3229855
43.7500038,0.3074871,43.7500038,0.3087825,43.7500038,0.3334484
43.7600021,0.318734,43.7600021,0.3081081,43.7600021,0.3321793
43.7700005,0.3231444,43.7700005,0.3068307,43.7700005,0.3323398
43.7800026,0.3123073,43.7800026,0.3158305,43.7800026,0.3242939
43.7900009,0.3016353,43.7900009,0.311115,43.7900009,0.3162693
43.8000031,0.3037721,43.8000031,0.3152442,43.8000031,0.3133663
43.8100014,0.31233,43.8100014,0.2965887,43.8100014,0.3136294
43.8200035,0.3160612,43.8200035,0.2997223,43.8200035,0.3385308
43.8300018,0.3090481,43.8300018,0.3208903,43.8300018,0.3380636
43.840004,0.317445,43.840004,0.3326568,43.840004,0.3337017
43.8500023,0.3133253,43.8500023,0.3227684,43.8500023,0.330641
43.8600006,0.3216137,43.8600006,0.3126632,43.8600006,0.3582038
43.8700027,0.3154055,43.8700027,0.3015841,43.8700027,0.3498246
43.8800011,0.3127516,43.8800011,0.3186958,43.8800011,0.3628778
43.8900032,0.3151243,43.8900032,0.3160439,43.8900032,0.3511355
43.9000015,0.3213084,43.9000015,0.3069388,43.9000015,0.3737978
43.9100037,0.3167335,43.9100037,0.3224523,43.9100037,0.3661733
43.920002,0.3181605,43.920002,0.328393,43.920002,0.3687406
43.9300003,0.3245831,43.9300003,0.3382587,43.9300003,0.3706908
43.9400024,0.3221545,43.9400024,0.3567142,43.9400024,0.3975333
43.9500008,0.3275759,43.9500008,0.3314793,43.9500008,0.4080892
43.9600029,0.3143847,43.9600029,0.3207013,43.9600029,0.40244
43.9700012,0.3172503,43.9700012,0.3182872,43.9700012,0.4124819
43.9800034,0.3288763,43.9800034,0.3308915,43.9800034,0.3812557
43.9900017,0.32184,43.9900017,0.3409387,43.9900017,0.3776484
44.0000038,0.3241665,44.0000038,0.3300993,44.0000038,0.3753439
44.0100021,0.3171539,44.0100021,0.3561862,44.0100021,0.3725195
44.0200005,0.3317922,44.0200005,0.3345464,44.0200005,0.3410502
44.0300026,0.3101533,44.0300026,0.324519,44.0300026,0.3594027
44.0400009,0.323892,44.0400009,0.319477,44.0400009,0.3537054
44.0500031,0.3264991,44.0500031,0.3350023,44.0500031,0.3836387
44.0600014,0.3305988,44.0600014,0.3400249,44.0600014,0.3655396
44.0700035,0.3363687,44.0700035,0.3365912,44.0700035,0.3384548
44.0800018,0.3374777,44.0800018,0.3265911,44.0800018,0.3446305
44.090004,0.3416764,44.090004,0.3271597,44.090004,0.3587264
44.1000023,0.3316949,44.1000023,0.3284689,44.1000023,0.3677308
44.1100006,0.3419404,44.1100006,0.3228602,44.1100006,0.3477375
44.1200027,0.3359885,44.1200027,0.3209628,44.1200027,0.3502163
44.1300011,0.349181,44.1300011,0.3303707,44.1300011,0.3475639
44.1400032,0.3427825,44.1400032,0.3130804,44.1400032,0.3469183
44.1500015,0.3336169,44.1500015,0.3142801,44.1500015,0.3382508
44.1600037,0.328837,44.1600037,0.3067324,44.1600037,0.3349065
44.170002,0.3219329,44.170002,0.3099864,44.170002,0.3406381
44.1800003,0.3193417,44.1800003,0.3068932,44.1800003,0.3425615
44.1900024,0.3232617,44.1900024,0.3174897,44.1900024,0.3501282
44.2000008,0.3288043,44.2000008,0.3068417,44.2000008,0.3562829
44.2100029,0.3440111,44.2100029,0.3244111,44.2100029,0.352707
44.2200012,0.3333957,44.2200012,0.3433913,44.2200012,0.3311813
44.2300034,0.3294756,44.2300034,0.3571293,44.2300034,0.3213913
44.2400017,0.323318,44.2400017,0.3576314,44.2400017,0.3042403
44.2500038,0.3225639,44.2500038,0.3562037,44.2500038,0.2976266
44.2600021,0.3251982,44.2600021,0.3771353,44.2600021,0.2837817
44.2700005,0.3400896,44.2700005,0.3709016,44.2700005,0.2842382
44.2800026,0.3250245,44.2800026,0.3577869,44.2800026,0.3142892
44.2900009,0.3277943,44.2900009,0.3478894,44.2900009,0.3031047
44.3000031,0.336744,44.3000031,0.3445724,44.3000031,0.3192246
44.3100014,0.3268356,44.3100014,0.347884,44.3100014,0.3030732
44.3200035,0.3262255,44.3200035,0.3369865,44.3200035,0.2907867
44.3300018,0.3382082,44.3300018,0.3593894,44.3300018,0.2866627
44.340004,0.327321,44.340004,0.3715057,44.340004,0.3082916
44.3500023,0.326854,44.3500023,0.3655852,44.3500023,0.3082259
44.3600006,0.3224676,44.3600006,0.3518018,44.3600006,0.3131554
44.3700027,0.3216176,44.3700027,0.3557545,44.3700027,0.2980622
44.3800011,0.3290837,44.3800011,0.3656319,44.3800011,0.2817389
44.3900032,0.3326975,44.3900032,0.3480495,44.3900032,0.296679
44.4000015,0.3245918,44.4000015,0.3712655,44.4000015,0.2904246
44.4100037,0.3245274,44.4100037,0.3731304,44.4100037,0.2886114
44.420002,0.3409967,44.420002,0.3529932,44.420002,0.2979538
44.4300003,0.3497871,44.4300003,0.3306872,44.4300003,0.2974346
44.4400024,0.3517221,44.4400024,0.3286706,44.4400024,0.277096
44.4500008,0.3267497,44.4500008,0.3216629,44.4500008,0.2812453
44.4600029,0.338264,44.4600029,0.3394198,44.4600029,0.2947823
44.4700012,0.3432976,44.4700012,0.3735751,44.4700012,0.2936426
44.4800034,0.3495681,44.4800034,0.3716733,44.4800034,0.2933136
44.4900017,0.3583249,44.4900017,0.3784249,44.4900017,0.2864204
44.5000038,0.3396123,44.5000038,0.3747353,44.5000038,0.3104396
44.5100021,0.3354335,44.5100021,0.3692226,44.5100021,0.3114477
44.5200005,0.3389403,44.5200005,0.3380105,44.5200005,0.3153467
44.5300026,0.3427506,44.5300026,0.3485518,44.5300026,0.3113233
44.5400009,0.3414648,44.5400009,0.3472872,44.5400009,0.2976092
44.5500031,0.3355107,44.5500031,0.3392249,44.5500031,0.3194982
44.5600014,0.3280304,44.5600014,0.3535852,44.5600014,0.3205858
44.5700035,0.3476293,44.5700035,0.3505289,44.5700035,0.3106586
44.5800018,0.3281966,44.5800018,0.3428121,44.5800018,0.2775717
44.590004,0.3338789,44.590004,0.3609738,44.590004,0.2894117
44.6000023,0.3329707,44.6000023,0.3468036,44.6000023,0.3007217
44.6100006,0.3308231,44.6100006,0.3134484,44.6100006,0.2889115
44.6200027,0.3331162,44.6200027,0.3216771,44.6200027,0.2846974
44.6300011,0.3357534,44.6300011,0.3467966,44.6300011,0.291548
44.6400032,0.329335,44.6400032,0.3305155,44.6400032,0.2948754
44.6500015,0.3161862,44.6500015,0.3401999,44.6500015,0.3160377
44.6600037,0.341617,44.6600037,0.3324413,44.6600037,0.3204098
44.670002,0.3285427,44.670002,0.3472461,44.670002,0.3002388
44.6800003,0.3217634,44.6800003,0.3154472,44.6800003,0.3118446
44.6900024,0.3314019,44.6900024,0.3385853,44.6900024,0.2985829
44.7000008,0.3395104,44.7000008,0.3356559,44.7000008,0.2993874
44.7100029,0.3359998,44.7100029,0.3150136,44.7100029,0.2689626
44.7200012,0.3334982,44.7200012,0.3514591,44.7200012,0.2841328
44.7300034,0.3328936,44.7300034,0.3590751,44.7300034,0.2680945
44.7400017,0.330204,44.7400017,0.3417548,44.7400017,0.2755907
44.7500038,0.3261503,44.7500038,0.3538432,44.7500038,0.2825448
44.7600021,0.3257659,44.7600021,0.3317029,44.7600021,0.2844777
44.7700005,0.3356291,44.7700005,0.3312152,44.7700005,0.289138
44.7800026,0.3470202,44.7800026,0.3276965,44.7800026,0.2873953
44.7900009,0.3481664,44.7900009,0.3500599,44.7900009,0.2843582
44.8000031,0.3600877,44.8000031,0.356463,44.8000031,0.2803932
44.8100014,0.3480319,44.8100014,0.3592243,44.8100014,0.2781363
44.8200035,0.3391977,44.8200035,0.3665977,44.8200035,0.2743194
44.8300018,0.3307605,44.8300018,0.3546015,44.8300018,0.280671
44.840004,0.325426,44.840004,0.3777058,44.840004,0.3012239
44.8500023,0.3371844,44.8500023,0.3877755,44.8500023,0.3038055
