RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00696-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-00320-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg,RMSD-md50ns-complex-04868-protein.xvg
24.9400005,0.3440827,24.9400005,0.3881271,24.9400005,0.2761961
24.9500008,0.3345238,24.9500008,0.3801924,24.9500008,0.2742271
24.960001,0.3347688,24.960001,0.3816021,24.960001,0.2616831
24.9700012,0.3318353,24.9700012,0.3760941,24.9700012,0.2662598
24.9800014,0.3347029,24.9800014,0.3773707,24.9800014,0.2621044
24.9900017,0.3356889,24.9900017,0.375439,24.9900017,0.2403068
25.0000019,0.324639,25.0000019,0.3611186,25.0000019,0.2508545
25.0100021,0.3233525,25.0100021,0.3997642,25.0100021,0.2519673
25.0200005,0.3104386,25.0200005,0.3730998,25.0200005,0.2562321
25.0300007,0.3159943,25.0300007,0.3633211,25.0300007,0.2708771
25.0400009,0.31289,25.0400009,0.369763,25.0400009,0.2780119
25.0500011,0.3151602,25.0500011,0.3591688,25.0500011,0.2769416
25.0600014,0.3109388,25.0600014,0.3285277,25.0600014,0.2700087
25.0700016,0.3091828,25.0700016,0.3093201,25.0700016,0.2744779
25.0800018,0.3173179,25.0800018,0.3078004,25.0800018,0.2664932
25.0900021,0.3193738,25.0900021,0.348627,25.0900021,0.2759151
25.1000004,0.3069466,25.1000004,0.3723929,25.1000004,0.2661636
25.1100006,0.3120241,25.1100006,0.367476,25.1100006,0.2512972
25.1200008,0.3065746,25.1200008,0.3697163,25.1200008,0.2599654
25.1300011,0.3157589,25.1300011,0.3562253,25.1300011,0.2680554
25.1400013,0.3024261,25.1400013,0.3568606,25.1400013,0.2817059
25.1500015,0.3102029,25.1500015,0.3733371,25.1500015,0.2659515
25.1600018,0.3027724,25.1600018,0.3464647,25.1600018,0.2733499
25.170002,0.3154573,25.170002,0.3467795,25.170002,0.2771557
25.1800003,0.3185266,25.1800003,0.3396718,25.1800003,0.2860044
25.1900005,0.3173438,25.1900005,0.3309696,25.1900005,0.2750219
25.2000008,0.3236837,25.2000008,0.3362741,25.2000008,0.2748814
25.210001,0.3238685,25.210001,0.3251348,25.210001,0.2679325
25.2200012,0.3170473,25.2200012,0.3253807,25.2200012,0.2810546
25.2300014,0.3151461,25.2300014,0.2984891,25.2300014,0.2780424
25.2400017,0.3182745,25.2400017,0.2754081,25.2400017,0.2819414
25.2500019,0.3091488,25.2500019,0.2998892,25.2500019,0.2784196
25.2600021,0.3053235,25.2600021,0.3323782,25.2600021,0.2738359
25.2700005,0.3260133,25.2700005,0.3203832,25.2700005,0.2726496
25.2800007,0.3289598,25.2800007,0.3216135,25.2800007,0.2928867
25.2900009,0.3163837,25.2900009,0.349033,25.2900009,0.2962677
25.3000011,0.322469,25.3000011,0.3508832,25.3000011,0.3017499
25.3100014,0.3117546,25.3100014,0.3472892,25.3100014,0.2899752
25.3200016,0.3103847,25.3200016,0.3414492,25.3200016,0.3014917
25.3300018,0.308581,25.3300018,0.3662291,25.3300018,0.2952062
25.3400021,0.3167188,25.3400021,0.3755285,25.3400021,0.2799863
25.3500004,0.313592,25.3500004,0.386559,25.3500004,0.2747183
25.3600006,0.3219116,25.3600006,0.3991037,25.3600006,0.2582142
25.3700008,0.3110929,25.3700008,0.407024,25.3700008,0.2622142
25.3800011,0.2989023,25.3800011,0.3850109,25.3800011,0.2482324
25.3900013,0.3015288,25.3900013,0.3857692,25.3900013,0.2796435
25.4000015,0.3111525,25.4000015,0.3777405,25.4000015,0.3049496
25.4100018,0.3088065,25.4100018,0.4072261,25.4100018,0.2925651
25.420002,0.3148788,25.420002,0.3925914,25.420002,0.292825
25.4300003,0.3147004,25.4300003,0.4224932,25.4300003,0.2757246
25.4400005,0.3104813,25.4400005,0.4176306,25.4400005,0.2561457
25.4500008,0.323677,25.4500008,0.4016813,25.4500008,0.2568682
25.460001,0.3093683,25.460001,0.3860383,25.460001,0.2507317
25.4700012,0.3128348,25.4700012,0.4197274,25.4700012,0.2387648
25.4800014,0.3197451,25.4800014,0.4102381,25.4800014,0.2583527
25.4900017,0.3213792,25.4900017,0.3969586,25.4900017,0.2653823
25.5000019,0.3253344,25.5000019,0.4081127,25.5000019,0.2655463
25.5100021,0.3277792,25.5100021,0.3766331,25.5100021,0.2796933
25.5200005,0.3258319,25.5200005,0.3915724,25.5200005,0.3050437
25.5300007,0.33687,25.5300007,0.3837366,25.5300007,0.3101586
25.5400009,0.3147832,25.5400009,0.3542035,25.5400009,0.2881148
25.5500011,0.3122952,25.5500011,0.37963,25.5500011,0.2809467
25.5600014,0.3090244,25.5600014,0.3831249,25.5600014,0.2880576
25.5700016,0.3181387,25.5700016,0.3828416,25.5700016,0.2825808
25.5800018,0.3088443,25.5800018,0.3871224,25.5800018,0.2923175
25.5900021,0.3139783,25.5900021,0.4053931,25.5900021,0.2873197
25.6000004,0.3114159,25.6000004,0.4154742,25.6000004,0.2797345
25.6100006,0.3222533,25.6100006,0.3990199,25.6100006,0.2807581
25.6200008,0.3213876,25.6200008,0.3900667,25.6200008,0.2654741
25.6300011,0.3248025,25.6300011,0.3857282,25.6300011,0.2798062
25.6400013,0.3265925,25.6400013,0.3878788,25.6400013,0.2653884
25.6500015,0.3253249,25.6500015,0.4064741,25.6500015,0.273693
25.6600018,0.3192695,25.6600018,0.4236681,25.6600018,0.2669357
25.670002,0.3294109,25.670002,0.4253195,25.670002,0.2646165
25.6800003,0.3505888,25.6800003,0.4016808,25.6800003,0.2632342
25.6900005,0.3497777,25.6900005,0.4105446,25.6900005,0.2669313
25.7000008,0.3180013,25.7000008,0.4050971,25.7000008,0.2683744
25.710001,0.3258803,25.710001,0.4233625,25.710001,0.2803722
25.7200012,0.3277884,25.7200012,0.4507073,25.7200012,0.2756231
25.7300014,0.325874,25.7300014,0.4657356,25.7300014,0.2608579
25.7400017,0.3224158,25.7400017,0.4589868,25.7400017,0.2542
25.7500019,0.3402122,25.7500019,0.4114007,25.7500019,0.2313108
25.7600021,0.3449058,25.7600021,0.4192041,25.7600021,0.2484102
25.7700005,0.3296372,25.7700005,0.4117556,25.7700005,0.2565281
25.7800007,0.3295526,25.7800007,0.4222468,25.7800007,0.262796
25.7900009,0.3196433,25.7900009,0.4395148,25.7900009,0.2645907
25.8000011,0.3157455,25.8000011,0.4041973,25.8000011,0.2618376
25.8100014,0.3255525,25.8100014,0.4169959,25.8100014,0.2765691
25.8200016,0.3435139,25.8200016,0.41683,25.8200016,0.2849564
25.8300018,0.337259,25.8300018,0.4124994,25.8300018,0.2869718
25.8400021,0.3268173,25.8400021,0.4150437,25.8400021,0.2918485
25.8500004,0.3271963,25.8500004,0.4309238,25.8500004,0.2568502
25.8600006,0.3139063,25.8600006,0.4267029,25.8600006,0.2490829
25.8700008,0.3242216,25.8700008,0.4359422,25.8700008,0.2503372
25.8800011,0.3203661,25.8800011,0.4320291,25.8800011,0.2563243
25.8900013,0.3388458,25.8900013,0.4234144,25.8900013,0.2622812
25.9000015,0.3226896,25.9000015,0.4174861,25.9000015,0.2907505
25.9100018,0.3193095,25.9100018,0.4208299,25.9100018,0.2766769
25.920002,0.3084462,25.920002,0.4280085,25.920002,0.2859275
25.9300003,0.306787,25.9300003,0.4358085,25.9300003,0.2727415
25.9400005,0.3265402,25.9400005,0.4174578,25.9400005,0.2806783
25.9500008,0.3342732,25.9500008,0.4504708,25.9500008,0.2773383
25.960001,0.3503039,25.960001,0.447464,25.960001,0.3110035
25.9700012,0.3416823,25.9700012,0.4907265,25.9700012,0.3043651
25.9800014,0.3492157,25.9800014,0.5061252,25.9800014,0.2922664
25.9900017,0.3657866,25.9900017,0.5137576,25.9900017,0.2864535
26.0000019,0.3899478,26.0000019,0.490275,26.0000019,0.2705203
26.0100021,0.3736524,26.0100021,0.4666302,26.0100021,0.2701884
26.0200005,0.3578874,26.0200005,0.4689552,26.0200005,0.2850597
26.0300007,0.3368536,26.0300007,0.4376037,26.0300007,0.2769747
26.0400009,0.3486966,26.0400009,0.4318378,26.0400009,0.2562336
26.0500011,0.3608652,26.0500011,0.4692142,26.0500011,0.2724423
26.0600014,0.3461032,26.0600014,0.4257354,26.0600014,0.2818239
26.0700016,0.3308932,26.0700016,0.4524248,26.0700016,0.2824288
26.0800018,0.3187101,26.0800018,0.4448023,26.0800018,0.2927487
26.0900021,0.3200822,26.0900021,0.3997724,26.0900021,0.2962506
26.1000004,0.3142903,26.1000004,0.3994174,26.1000004,0.2977244
26.1100006,0.3189331,26.1100006,0.4025473,26.1100006,0.2800897
26.1200008,0.312776,26.1200008,0.4122173,26.1200008,0.275071
26.1300011,0.3316321,26.1300011,0.409164,26.1300011,0.2681353
26.1400013,0.3306294,26.1400013,0.3773713,26.1400013,0.2609553
26.1500015,0.3339195,26.1500015,0.3858037,26.1500015,0.2594843
26.1600018,0.3473019,26.1600018,0.407849,26.1600018,0.2596928
26.170002,0.3334694,26.170002,0.4079828,26.170002,0.2601378
26.1800003,0.323776,26.1800003,0.4106636,26.1800003,0.2563384
26.1900005,0.3119892,26.1900005,0.4200685,26.1900005,0.2791859
26.2000008,0.3233694,26.2000008,0.4152927,26.2000008,0.260253
26.210001,0.3134369,26.210001,0.4002234,26.210001,0.2798542
26.2200012,0.3182557,26.2200012,0.3841349,26.2200012,0.267124
26.2300014,0.3172941,26.2300014,0.3986619,26.2300014,0.2644187
26.2400017,0.3252919,26.2400017,0.4178898,26.2400017,0.2814337
26.2500019,0.3314252,26.2500019,0.389253,26.2500019,0.2725342
26.2600021,0.320084,26.2600021,0.3973009,26.2600021,0.2780289
26.2700005,0.3144806,26.2700005,0.4245517,26.2700005,0.270865
26.2800007,0.297378,26.2800007,0.422472,26.2800007,0.2805083
26.2900009,0.3057722,26.2900009,0.459056,26.2900009,0.2857376
26.3000011,0.3162128,26.3000011,0.4350685,26.3000011,0.2798597
26.3100014,0.3149464,26.3100014,0.4417705,26.3100014,0.2816214
26.3200016,0.3244578,26.3200016,0.451553,26.3200016,0.2782062
26.3300018,0.3218596,26.3300018,0.4487758,26.3300018,0.2650763
26.3400021,0.3248909,26.3400021,0.4397206,26.3400021,0.2727371
26.3500004,0.318933,26.3500004,0.4706856,26.3500004,0.2611704
26.3600006,0.3157507,26.3600006,0.4325584,26.3600006,0.2534145
26.3700008,0.3186427,26.3700008,0.4524517,26.3700008,0.268753
26.3800011,0.3111658,26.3800011,0.432835,26.3800011,0.2776787
26.3900013,0.3137409,26.3900013,0.4515805,26.3900013,0.2769731
26.4000015,0.3041048,26.4000015,0.4415807,26.4000015,0.2703237
26.4100018,0.3026058,26.4100018,0.4259888,26.4100018,0.2608843
26.420002,0.3019927,26.420002,0.4397593,26.420002,0.2615079
26.4300003,0.3053035,26.4300003,0.4582842,26.4300003,0.2668504
26.4400005,0.3121678,26.4400005,0.4343417,26.4400005,0.2794579
26.4500008,0.3175599,26.4500008,0.4134936,26.4500008,0.2778836
26.460001,0.3161726,26.460001,0.4215656,26.460001,0.2817629
26.4700012,0.3151829,26.4700012,0.4288246,26.4700012,0.2711127
26.4800014,0.3206442,26.4800014,0.4074591,26.4800014,0.2615924
26.4900017,0.3284778,26.4900017,0.4207917,26.4900017,0.2666697
26.5000019,0.3423834,26.5000019,0.4061366,26.5000019,0.2704704
26.5100021,0.315507,26.5100021,0.4063646,26.5100021,0.2880069
26.5200005,0.3084976,26.5200005,0.399935,26.5200005,0.2894874
26.5300007,0.3158841,26.5300007,0.3870902,26.5300007,0.2878152
26.5400009,0.3147013,26.5400009,0.4109077,26.5400009,0.283108
26.5500011,0.318444,26.5500011,0.3837203,26.5500011,0.2746791
26.5600014,0.3066832,26.5600014,0.3922458,26.5600014,0.2663391
26.5700016,0.3065163,26.5700016,0.4002358,26.5700016,0.265816
26.5800018,0.3094241,26.5800018,0.4161997,26.5800018,0.2597419
26.5900021,0.3160602,26.5900021,0.4024967,26.5900021,0.2687527
26.6000004,0.3073342,26.6000004,0.4155308,26.6000004,0.2618235
26.6100006,0.3074454,26.6100006,0.4197339,26.6100006,0.2739746
26.6200008,0.3119474,26.6200008,0.4343371,26.6200008,0.2881854
26.6300011,0.3097939,26.6300011,0.4233055,26.6300011,0.2959556
26.6400013,0.3031456,26.6400013,0.455963,26.6400013,0.3054922
26.6500015,0.3030683,26.6500015,0.4533927,26.6500015,0.280898
26.6600018,0.3131385,26.6600018,0.421649,26.6600018,0.2823566
26.670002,0.3266617,26.670002,0.4362208,26.670002,0.297098
26.6800022,0.3128853,26.6800022,0.3901801,26.6800022,0.2713873
26.6900005,0.3095674,26.6900005,0.4102828,26.6900005,0.2752458
26.7000008,0.2993241,26.7000008,0.4340611,26.7000008,0.2622743
26.710001,0.2873967,26.710001,0.4154986,26.710001,0.2820105
26.7200012,0.2864062,26.7200012,0.4294945,26.7200012,0.273836
26.7300014,0.2801448,26.7300014,0.4283753,26.7300014,0.2674971
26.7400017,0.2803466,26.7400017,0.4240276,26.7400017,0.2836391
26.7500019,0.2860765,26.7500019,0.4207681,26.7500019,0.281556
26.7600021,0.2875606,26.7600021,0.4201568,26.7600021,0.267507
26.7700005,0.2896339,26.7700005,0.3991974,26.7700005,0.2789396
26.7800007,0.2943919,26.7800007,0.4002767,26.7800007,0.2790589
26.7900009,0.3085247,26.7900009,0.3974629,26.7900009,0.2619397
26.8000011,0.3032163,26.8000011,0.3993599,26.8000011,0.2669136
26.8100014,0.3023457,26.8100014,0.3964908,26.8100014,0.2514656
26.8200016,0.3003129,26.8200016,0.3938958,26.8200016,0.265757
26.8300018,0.2951955,26.8300018,0.3928385,26.8300018,0.273578
26.8400021,0.2944847,26.8400021,0.4003473,26.8400021,0.2615656
26.8500004,0.2936578,26.8500004,0.3617406,26.8500004,0.2671932
26.8600006,0.2912178,26.8600006,0.3747267,26.8600006,0.2590498
26.8700008,0.29076,26.8700008,0.3632288,26.8700008,0.2564759
26.8800011,0.2835414,26.8800011,0.3862947,26.8800011,0.274593
26.8900013,0.288004,26.8900013,0.3584782,26.8900013,0.2640479
26.9000015,0.2791408,26.9000015,0.3488585,26.9000015,0.2630761
26.9100018,0.2844087,26.9100018,0.340824,26.9100018,0.2935575
26.920002,0.2736255,26.920002,0.3334958,26.920002,0.2769332
26.9300022,0.296046,26.9300022,0.3297161,26.9300022,0.2615381
26.9400005,0.3216917,26.9400005,0.3264081,26.9400005,0.2681956
26.9500008,0.3136716,26.9500008,0.3344208,26.9500008,0.2757316
26.960001,0.308299,26.960001,0.3095225,26.960001,0.2884414
26.9700012,0.3124581,26.9700012,0.3215318,26.9700012,0.2928852
26.9800014,0.315247,26.9800014,0.3131984,26.9800014,0.2832334
26.9900017,0.3081096,26.9900017,0.3224312,26.9900017,0.3002472
27.0000019,0.3180806,27.0000019,0.3213843,27.0000019,0.2855435
27.0100021,0.3044103,27.0100021,0.317808,27.0100021,0.2936873
27.0200005,0.3025596,27.0200005,0.3207712,27.0200005,0.2930096
27.0300007,0.3112136,27.0300007,0.2961103,27.0300007,0.2857296
27.0400009,0.3020132,27.0400009,0.3074389,27.0400009,0.2892031
27.0500011,0.3122229,27.0500011,0.3221601,27.0500011,0.2894723
27.0600014,0.3201531,27.0600014,0.3146998,27.0600014,0.2796148
27.0700016,0.321182,27.0700016,0.2956239,27.0700016,0.2801445
27.0800018,0.3232309,27.0800018,0.3027542,27.0800018,0.288409
27.0900021,0.317742,27.0900021,0.2802574,27.0900021,0.2873187
27.1000004,0.3157857,27.1000004,0.29162,27.1000004,0.2786066
27.1100006,0.2992456,27.1100006,0.306446,27.1100006,0.281451
27.1200008,0.3025522,27.1200008,0.3140658,27.1200008,0.279698
27.1300011,0.3127926,27.1300011,0.3080413,27.1300011,0.2959213
27.1400013,0.3204945,27.1400013,0.3178572,27.1400013,0.2815573
27.1500015,0.3213731,27.1500015,0.3094992,27.1500015,0.2827233
27.1600018,0.3242227,27.1600018,0.3179067,27.1600018,0.2785413
27.170002,0.3293839,27.170002,0.3142876,27.170002,0.2855046
27.1800022,0.3278118,27.1800022,0.3137149,27.1800022,0.3089224
27.1900005,0.3274862,27.1900005,0.305479,27.1900005,0.2939809
27.2000008,0.3392372,27.2000008,0.3142043,27.2000008,0.3015721
27.210001,0.3361267,27.210001,0.3061461,27.210001,0.2926981
27.2200012,0.3276573,27.2200012,0.29713,27.2200012,0.290253
27.2300014,0.3220627,27.2300014,0.2973286,27.2300014,0.3044776
27.2400017,0.3296081,27.2400017,0.306967,27.2400017,0.3015427
27.2500019,0.3308381,27.2500019,0.3189504,27.2500019,0.2819681
27.2600021,0.330954,27.2600021,0.3025278,27.2600021,0.2960351
27.2700005,0.3142462,27.2700005,0.3150525,27.2700005,0.2770979
27.2800007,0.3062402,27.2800007,0.3306495,27.2800007,0.2880744
27.2900009,0.3234225,27.2900009,0.3132996,27.2900009,0.2921275
27.3000011,0.3431049,27.3000011,0.3056723,27.3000011,0.2900615
27.3100014,0.3392505,27.3100014,0.2935327,27.3100014,0.290549
27.3200016,0.3190409,27.3200016,0.3004633,27.3200016,0.2861807
27.3300018,0.3047098,27.3300018,0.3141107,27.3300018,0.2925877
27.3400021,0.3112549,27.3400021,0.3031883,27.3400021,0.3058333
27.3500004,0.2961195,27.3500004,0.3171649,27.3500004,0.3120964
27.3600006,0.2994976,27.3600006,0.2951871,27.3600006,0.3170458
27.3700008,0.2895491,27.3700008,0.3107998,27.3700008,0.3157761
27.3800011,0.2913556,27.3800011,0.3026368,27.3800011,0.3089691
27.3900013,0.3076739,27.3900013,0.3091338,27.3900013,0.3136661
27.4000015,0.3156159,27.4000015,0.295966,27.4000015,0.3114782
27.4100018,0.3143857,27.4100018,0.3005213,27.4100018,0.2836148
27.420002,0.3060434,27.420002,0.2962368,27.420002,0.2964264
27.4300022,0.309361,27.4300022,0.3054847,27.4300022,0.2793518
27.4400005,0.2965421,27.4400005,0.3035133,27.4400005,0.2975214
27.4500008,0.3008265,27.4500008,0.2967253,27.4500008,0.2890205
27.460001,0.3089656,27.460001,0.3008344,27.460001,0.2834075
27.4700012,0.3029835,27.4700012,0.3028661,27.4700012,0.291784
27.4800014,0.3246558,27.4800014,0.2873361,27.4800014,0.2963557
27.4900017,0.3118341,27.4900017,0.2825104,27.4900017,0.2836086
27.5000019,0.3047099,27.5000019,0.2968569,27.5000019,0.2860714
27.5100021,0.291687,27.5100021,0.2957923,27.5100021,0.3031336
27.5200005,0.2925873,27.5200005,0.3034002,27.5200005,0.2959265
27.5300007,0.2973922,27.5300007,0.3007423,27.5300007,0.2745185
27.5400009,0.2943649,27.5400009,0.2908933,27.5400009,0.286681
27.5500011,0.3147333,27.5500011,0.3034166,27.5500011,0.2732792
27.5600014,0.3172728,27.5600014,0.3146797,27.5600014,0.2748964
27.5700016,0.3128964,27.5700016,0.3248634,27.5700016,0.262554
27.5800018,0.3004588,27.5800018,0.3224962,27.5800018,0.2651655
27.5900021,0.302662,27.5900021,0.337099,27.5900021,0.2727941
27.6000004,0.3072317,27.6000004,0.3352411,27.6000004,0.2811323
27.6100006,0.3206741,27.6100006,0.3430404,27.6100006,0.280221
27.6200008,0.3395948,27.6200008,0.3258931,27.6200008,0.2844623
27.6300011,0.3240062,27.6300011,0.3235007,27.6300011,0.2952135
27.6400013,0.3126047,27.6400013,0.3173204,27.6400013,0.3036447
27.6500015,0.320377,27.6500015,0.3305813,27.6500015,0.2826511
27.6600018,0.3113155,27.6600018,0.3219018,27.6600018,0.2878504
27.670002,0.3178835,27.670002,0.3208326,27.670002,0.2802498
27.6800022,0.3380702,27.6800022,0.3217921,27.6800022,0.2832871
27.6900005,0.3285487,27.6900005,0.3213873,27.6900005,0.2954084
27.7000008,0.3341391,27.7000008,0.3324866,27.7000008,0.2952614
27.710001,0.3345754,27.710001,0.3093995,27.710001,0.2930071
27.7200012,0.3171649,27.7200012,0.3366508,27.7200012,0.2830946
27.7300014,0.3111407,27.7300014,0.3433008,27.7300014,0.2772754
27.7400017,0.2958459,27.7400017,0.3272292,27.7400017,0.2881669
27.7500019,0.3123817,27.7500019,0.3137548,27.7500019,0.2773905
27.7600021,0.3199997,27.7600021,0.3172445,27.7600021,0.2764929
27.7700005,0.3277627,27.7700005,0.3152476,27.7700005,0.274483
27.7800007,0.3309835,27.7800007,0.3144974,27.7800007,0.2702421
27.7900009,0.3439729,27.7900009,0.3160043,27.7900009,0.2793545
27.8000011,0.3197299,27.8000011,0.3340424,27.8000011,0.2774083
27.8100014,0.3297167,27.8100014,0.3337053,27.8100014,0.2791158
27.8200016,0.3194068,27.8200016,0.3368875,27.8200016,0.272208
27.8300018,0.3045398,27.8300018,0.3520932,27.8300018,0.2759757
27.8400021,0.3179029,27.8400021,0.3410794,27.8400021,0.2704507
27.8500004,0.3287902,27.8500004,0.3381944,27.8500004,0.2699685
27.8600006,0.3210288,27.8600006,0.3279647,27.8600006,0.2830721
27.8700008,0.3208263,27.8700008,0.3383954,27.8700008,0.2994728
27.8800011,0.2988174,27.8800011,0.3584072,27.8800011,0.3026665
27.8900013,0.3258727,27.8900013,0.3515191,27.8900013,0.2934938
27.9000015,0.302606,27.9000015,0.3304219,27.9000015,0.2807342
27.9100018,0.3087999,27.9100018,0.3534952,27.9100018,0.3058201
27.920002,0.2957278,27.920002,0.3535377,27.920002,0.3227288
27.9300022,0.2984814,27.9300022,0.3545818,27.9300022,0.3111313
27.9400005,0.2932593,27.9400005,0.3321883,27.9400005,0.3069696
27.9500008,0.2828331,27.9500008,0.3490934,27.9500008,0.3303057
27.960001,0.3012922,27.960001,0.3515517,27.960001,0.3309211
27.9700012,0.2817101,27.9700012,0.3702841,27.9700012,0.3455955
27.9800014,0.2961352,27.9800014,0.3368001,27.9800014,0.3235127
27.9900017,0.3142456,27.9900017,0.3370043,27.9900017,0.3537883
28.0000019,0.3086654,28.0000019,0.3265429,28.0000019,0.3343363
28.0100021,0.3386628,28.0100021,0.3332582,28.0100021,0.3326126
28.0200005,0.3348533,28.0200005,0.3484073,28.0200005,0.3304441
28.0300007,0.3218962,28.0300007,0.3455506,28.0300007,0.3229151
28.0400009,0.3262794,28.0400009,0.3742718,28.0400009,0.316291
28.0500011,0.3109123,28.0500011,0.3703532,28.0500011,0.3212761
28.0600014,0.2969495,28.0600014,0.3808872,28.0600014,0.3322522
28.0700016,0.305676,28.0700016,0.3981785,28.0700016,0.31443
28.0800018,0.3062032,28.0800018,0.4019476,28.0800018,0.3142796
28.0900021,0.2902107,28.0900021,0.3756824,28.0900021,0.3303798
28.1000004,0.288281,28.1000004,0.416159,28.1000004,0.3516612
28.1100006,0.3069978,28.1100006,0.4232537,28.1100006,0.3431943
28.1200008,0.3140869,28.1200008,0.4235098,28.1200008,0.3232178
28.1300011,0.3045635,28.1300011,0.4286235,28.1300011,0.3326282
28.1400013,0.3087662,28.1400013,0.4333985,28.1400013,0.3181445
28.1500015,0.3053613,28.1500015,0.4395766,28.1500015,0.3098179
28.1600018,0.3217147,28.1600018,0.4322993,28.1600018,0.311482
28.170002,0.3131969,28.170002,0.4363201,28.170002,0.3117511
28.1800022,0.3123738,28.1800022,0.4276094,28.1800022,0.2961083
28.1900005,0.3222088,28.1900005,0.4115708,28.1900005,0.2712721
28.2000008,0.3136468,28.2000008,0.3920448,28.2000008,0.2794128
28.210001,0.3244509,28.210001,0.3913897,28.210001,0.2849714
28.2200012,0.3166539,28.2200012,0.4048443,28.2200012,0.2802334
28.2300014,0.3443688,28.2300014,0.4076595,28.2300014,0.2757312
28.2400017,0.3375969,28.2400017,0.408621,28.2400017,0.2814407
28.2500019,0.3310065,28.2500019,0.4070509,28.2500019,0.2782145
28.2600021,0.3494058,28.2600021,0.4114842,28.2600021,0.2920091
28.2700005,0.3284169,28.2700005,0.4394481,28.2700005,0.2874064
28.2800007,0.3321049,28.2800007,0.4307382,28.2800007,0.2696161
28.2900009,0.3152575,28.2900009,0.4250171,28.2900009,0.2982091
28.3000011,0.3093989,28.3000011,0.4416066,28.3000011,0.2948147
28.3100014,0.2994739,28.3100014,0.4344327,28.3100014,0.3022741
28.3200016,0.3109803,28.3200016,0.415462,28.3200016,0.3033969
28.3300018,0.309349,28.3300018,0.417807,28.3300018,0.301713
28.3400021,0.3043114,28.3400021,0.402071,28.3400021,0.2952461
28.3500023,0.3172263,28.3500023,0.4085217,28.3500023,0.3159954
28.3600006,0.3308006,28.3600006,0.4071189,28.3600006,0.3036896
28.3700008,0.3209148,28.3700008,0.4154852,28.3700008,0.3085991
28.3800011,0.3138501,28.3800011,0.4344507,28.3800011,0.3196566
28.3900013,0.295085,28.3900013,0.4327698,28.3900013,0.3158162
28.4000015,0.3110148,28.4000015,0.4157363,28.4000015,0.316674
28.4100018,0.3070855,28.4100018,0.409795,28.4100018,0.3128891
28.420002,0.3038199,28.420002,0.4290671,28.420002,0.3087095
28.4300022,0.3110719,28.4300022,0.4305333,28.4300022,0.3051908
28.4400005,0.284247,28.4400005,0.4442245,28.4400005,0.2986181
28.4500008,0.3019561,28.4500008,0.4215104,28.4500008,0.3035708
28.460001,0.3019258,28.460001,0.4197051,28.460001,0.3206453
28.4700012,0.2854285,28.4700012,0.4210013,28.4700012,0.3128193
28.4800014,0.3000811,28.4800014,0.4370427,28.4800014,0.3185256
28.4900017,0.3050351,28.4900017,0.437254,28.4900017,0.3122697
28.5000019,0.2880037,28.5000019,0.4666207,28.5000019,0.306711
28.5100021,0.3052134,28.5100021,0.4576155,28.5100021,0.3232263
28.5200005,0.3148694,28.5200005,0.4099749,28.5200005,0.3336675
28.5300007,0.3178019,28.5300007,0.4221547,28.5300007,0.3304383
28.5400009,0.3077146,28.5400009,0.4637042,28.5400009,0.3157609
28.5500011,0.3143678,28.5500011,0.4571651,28.5500011,0.3427344
28.5600014,0.3047853,28.5600014,0.4499059,28.5600014,0.3594082
28.5700016,0.3225192,28.5700016,0.4454657,28.5700016,0.3444799
28.5800018,0.3145137,28.5800018,0.4325731,28.5800018,0.347656
28.5900021,0.3314286,28.5900021,0.416676,28.5900021,0.3574516
28.6000023,0.3200765,28.6000023,0.4269842,28.6000023,0.3343464
28.6100006,0.328633,28.6100006,0.4357838,28.6100006,0.3023145
28.6200008,0.3223949,28.6200008,0.4342861,28.6200008,0.327308
28.6300011,0.3317629,28.6300011,0.4286116,28.6300011,0.3020036
28.6400013,0.3291841,28.6400013,0.4124939,28.6400013,0.287244
28.6500015,0.3153304,28.6500015,0.4072715,28.6500015,0.2704364
28.6600018,0.3040071,28.6600018,0.4305041,28.6600018,0.300714
28.670002,0.3017939,28.670002,0.4300498,28.670002,0.2927298
28.6800022,0.3049967,28.6800022,0.4632743,28.6800022,0.2843765
28.6900005,0.2996494,28.6900005,0.4447715,28.6900005,0.2865705
28.7000008,0.2998992,28.7000008,0.450579,28.7000008,0.3042397
28.710001,0.3158783,28.710001,0.4579506,28.710001,0.3082972
28.7200012,0.3227158,28.7200012,0.4566999,28.7200012,0.3193455
28.7300014,0.3150951,28.7300014,0.4331979,28.7300014,0.2950014
28.7400017,0.3186403,28.7400017,0.4235513,28.7400017,0.3082513
28.7500019,0.3204068,28.7500019,0.4066175,28.7500019,0.3286198
28.7600021,0.3240004,28.7600021,0.4268641,28.7600021,0.3170428
28.7700005,0.3216237,28.7700005,0.3871763,28.7700005,0.3058599
28.7800007,0.315385,28.7800007,0.4234048,28.7800007,0.3031525
28.7900009,0.3079272,28.7900009,0.4175458,28.7900009,0.3163659
28.8000011,0.2989422,28.8000011,0.4248241,28.8000011,0.3226551
28.8100014,0.3122641,28.8100014,0.4041686,28.8100014,0.3120491
28.8200016,0.3113587,28.8200016,0.3903575,28.8200016,0.2997905
28.8300018,0.3109713,28.8300018,0.3704952,28.8300018,0.3094669
